,,,Trigger SFT_GunStart Applied Dither
1660391341.187808,11:49:01.187808,7820,0.56700000
1660391353.037806,11:49:13.037806,7818,0.87400000
1660391364.737810,11:49:24.737810,7816,0.74700000
1660391376.230808,11:49:36.230808,7814,0.76200000
1660391388.043811,11:49:48.043811,7812,0.74300000
1660391399.138811,11:49:59.138811,7810,0.36000000
1660391411.057808,11:50:11.057808,7808,0.66800000
1660391422.682806,11:50:22.682806,7806,0.63600000
1660391433.984809,11:50:33.984809,7804,0.27100000
1660391445.597808,11:50:45.597808,7802,0.32800000
1660391457.009807,11:50:57.009807,7800,0.14400000
1660391468.583810,11:51:08.583810,7798,0.28800000
1660391480.269807,11:51:20.269807,7796,0.40400000
1660391491.967812,11:51:31.967812,7794,0.66200000
1660391503.607809,11:51:43.607809,7792,0.71600000
1660391514.951807,11:51:54.951807,7790,0.52600000
1660391525.995807,11:52:05.995807,7788,0.08100000
1660391538.091810,11:52:18.091810,7786,0.59500000
1660391549.556807,11:52:29.556807,7784,0.37800000
1660391561.477811,11:52:41.477811,7782,0.68100000
1660391573.411807,11:52:53.411807,7780,0.92800000
1660391584.426807,11:53:04.426807,7778,0.46400000
1660391596.339810,11:53:16.339810,7776,0.89700000
1660391607.675808,11:53:27.675808,7774,0.64300000
1660391618.810807,11:53:38.810807,7772,0.25200000
1660391630.821810,11:53:50.821810,7770,0.65700000
1660391642.892807,11:54:02.892807,7768,0.90000000
1660391654.570810,11:54:14.570810,7766,0.86800000
1660391666.335808,11:54:26.335808,7764,0.99400000
1660391677.911812,11:54:37.911812,7762,0.75500000
1660391689.620809,11:54:49.620809,7760,0.65800000
1660391701.274807,11:55:01.274807,7758,0.77900000
1660391713.135812,11:55:13.135812,7756,0.81600000
1660391724.119817,11:55:24.119817,7754,0.40700000
1660391736.108807,11:55:36.108807,7752,0.79200000
1660391747.715812,11:55:47.715812,7750,0.88900000
1660391758.907809,11:55:58.907809,7748,0.45700000
1660391770.013808,11:56:10.013808,7746,0.08900000
1660391782.325811,11:56:22.325811,7744,0.71300000
1660391793.665809,11:56:33.665809,7742,0.57200000
1660391805.136807,11:56:45.136807,7740,0.44600000
1660391817.235810,11:56:57.235810,7738,0.96300000
1660391828.444809,11:57:08.444809,7736,0.67500000
1660391840.142807,11:57:20.142807,7734,0.93000000
1660391851.943810,11:57:31.943810,7732,0.97300000
1660391863.067810,11:57:43.067810,7730,0.65100000
1660391874.410807,11:57:54.410807,7728,0.32700000
1660391886.069811,11:58:06.069811,7726,0.26400000
1660391897.957809,11:58:17.957809,7724,0.72200000
1660391909.152807,11:58:29.152807,7722,0.26500000
1660391921.073811,11:58:41.073811,7720,0.56900000
1660391932.929807,11:58:52.929807,7718,0.73100000
1660391944.591813,11:59:04.591813,7716,0.63600000
1660391956.605808,11:59:16.605808,7714,0.95200000
1660391968.073806,11:59:28.073806,7712,0.70800000
1660391979.774810,11:59:39.774810,7710,0.91400000
1660391991.142808,11:59:51.142808,7708,0.73400000
1660392002.565807,12:00:02.565807,7706,0.59100000
1660392014.339810,12:00:14.339810,7704,0.85000000
1660392025.704808,12:00:25.704808,7702,0.57000000
1660392036.710808,12:00:36.710808,7700,0.10200000
1660392048.737811,12:00:48.737811,7698,0.71600000
1660392060.418810,12:01:00.418810,7696,0.89500000
1660392071.969807,12:01:11.969807,7694,0.90500000
1660392083.654811,12:01:23.654811,7692,0.95600000
1660392094.788809,12:01:34.788809,7690,0.64000000
1660392106.177807,12:01:46.177807,7688,0.49500000
1660392117.727805,12:01:57.727805,7686,0.50700000
1660392129.797809,12:02:09.797809,7684,0.90200000
1660392141.070807,12:02:21.070807,7682,0.65100000
1660392152.910812,12:02:32.910812,7680,0.79600000
1660392164.009810,12:02:44.009810,7678,0.30900000
1660392175.887807,12:02:55.887807,7676,0.58700000
1660392187.599811,12:03:07.599811,7674,0.58400000
1660392198.707809,12:03:18.707809,7672,0.12800000
1660392210.445807,12:03:30.445807,7670,0.23600000
1660392222.709810,12:03:42.709810,7668,0.80500000
1660392234.058808,12:03:54.058808,7666,0.61800000
1660392245.612806,12:04:05.612806,7664,0.55900000
1660392257.619809,12:04:17.619809,7662,0.97700000
1660392269.059807,12:04:29.059807,7660,0.70500000
1660392280.888811,12:04:40.888811,7658,0.92800000
1660392292.103809,12:04:52.103809,7656,0.53600000
1660392303.974807,12:05:03.974807,7654,0.89400000
1660392315.635812,12:05:15.635812,7652,0.92100000
1660392326.876809,12:05:26.876809,7650,0.59200000
1660392338.840807,12:05:38.840807,7648,0.85100000
1660392350.047811,12:05:50.047811,7646,0.60400000
1660392362.144808,12:06:02.144808,7644,0.93900000
1660392373.488807,12:06:13.488807,7642,0.80600000
1660392385.004811,12:06:25.004811,7640,0.77200000
1660392396.542809,12:06:36.542809,7638,0.78900000
1660392407.754808,12:06:47.754808,7636,0.37500000
1660392419.679811,12:06:59.679811,7634,0.88000000
1660392431.118809,12:07:11.118809,7632,0.72900000
1660392442.763808,12:07:22.763808,7630,0.93500000
1660392454.044812,12:07:34.044812,7628,0.58200000
1660392465.198811,12:07:45.198811,7626,0.10500000
1660392477.366807,12:07:57.366807,7624,0.68600000
1660392489.143811,12:08:09.143811,7622,0.79100000
1660392500.871809,12:08:20.871809,7620,0.92500000
1660392512.337807,12:08:32.337807,7618,0.91200000
1660392523.700811,12:08:43.700811,7616,0.61400000
1660392535.704809,12:08:55.704809,7614,0.92600000
1660392547.249807,12:09:07.249807,7612,0.84700000
1660392558.737810,12:09:18.737810,7610,0.86900000
1660392570.530807,12:09:30.530807,7608,0.96600000
1660392581.388807,12:09:41.388807,7606,0.48800000
1660392593.198811,12:09:53.198811,7604,0.70700000
1660392604.630810,12:10:04.630810,7602,0.67500000
1660392616.064807,12:10:16.064807,7600,0.48700000
1660392627.924811,12:10:27.924811,7598,0.85800000
1660392639.348809,12:10:39.348809,7596,0.61200000
1660392650.718808,12:10:50.718808,7594,0.49000000
1660392661.945807,12:11:01.945807,7592,0.07600000
1660392673.815810,12:11:13.815810,7590,0.50200000
1660392685.962807,12:11:25.962807,7588,0.90000000
1660392697.065811,12:11:37.065811,7586,0.51400000
1660392709.053808,12:11:49.053808,7584,0.99700000
1660392720.281807,12:12:00.281807,7582,0.73400000
1660392731.641807,12:12:11.641807,7580,0.37400000
1660392743.488810,12:12:23.488810,7578,0.61900000
1660392755.191807,12:12:35.191807,7576,0.77100000
1660392766.962812,12:12:46.962812,7574,0.95600000
1660392778.336809,12:12:58.336809,7572,0.72200000
1660392789.555808,12:13:09.555808,7570,0.41600000
1660392801.495811,12:13:21.495811,7568,0.72800000
1660392812.602811,12:13:32.602811,7566,0.26000000
1660392824.367808,12:13:44.367808,7564,0.37300000
1660392836.007807,12:13:56.007807,7562,0.53700000
1660392847.525810,12:14:07.525810,7560,0.36600000
1660392859.530807,12:14:19.530807,7558,0.78300000
1660392870.646807,12:14:30.646807,7556,0.34000000
1660392882.191810,12:14:42.191810,7554,0.27600000
1660392894.441807,12:14:54.441807,7552,0.80400000
1660392906.065811,12:15:06.065811,7550,0.81600000
1660392917.348809,12:15:17.348809,7548,0.43800000
1660392929.292807,12:15:29.292807,7546,0.81000000
1660392940.806812,12:15:40.806812,7544,0.76900000
1660392952.181809,12:15:52.181809,7542,0.57200000
1660392964.007808,12:16:04.007808,7540,0.79300000
1660392975.217806,12:16:15.217806,7538,0.54200000
1660392986.982808,12:16:26.982808,7536,0.55800000
1660392998.767808,12:16:38.767808,7534,0.79800000
1660393010.496811,12:16:50.496811,7532,0.75800000
1660393021.835809,12:17:01.835809,7530,0.47500000
1660393033.854807,12:17:13.854807,7528,0.78100000
1660393045.552810,12:17:25.552810,7526,0.90600000
1660393056.805809,12:17:36.805809,7524,0.46000000
1660393068.754807,12:17:48.754807,7522,0.87800000
1660393080.102811,12:18:00.102811,7520,0.64700000
1660393091.801809,12:18:11.801809,7518,0.71800000
1660393103.051807,12:18:23.051807,7516,0.33000000
1660393114.993810,12:18:34.993810,7514,0.69600000
1660393126.980807,12:18:46.980807,7512,0.98900000
1660393138.167808,12:18:58.167808,7510,0.56800000
1660393149.795810,12:19:09.795810,7508,0.43100000
1660393161.262808,12:19:21.262808,7506,0.30400000
1660393173.098812,12:19:33.098812,7504,0.45600000
1660393184.923809,12:19:44.923809,7502,0.66900000
1660393196.446807,12:19:56.446807,7500,0.68400000
1660393207.760807,12:20:07.760807,7498,0.36300000
1660393219.779810,12:20:19.779810,7496,0.84400000
1660393231.192807,12:20:31.192807,7494,0.74500000
1660393242.398811,12:20:42.398811,7492,0.35900000
1660393254.379809,12:20:54.379809,7490,0.68800000
1660393266.107807,12:21:06.107807,7488,0.97700000
1660393277.418812,12:21:17.418812,7486,0.53900000
1660393289.085809,12:21:29.085809,7484,0.65300000
1660393300.838808,12:21:40.838808,7482,0.80200000
1660393312.531809,12:21:52.531809,7480,0.78400000
1660393323.707811,12:22:03.707811,7478,0.40200000
1660393334.907809,12:22:14.907809,7476,0.10200000
1660393346.549807,12:22:26.549807,7474,0.09800000
1660393358.558810,12:22:38.558810,7472,0.56500000
1660393370.087807,12:22:50.087807,7470,0.41000000
1660393381.456811,12:23:01.456811,7468,0.41100000
1660393393.174808,12:23:13.174808,7466,0.44700000
1660393405.050811,12:23:25.050811,7464,0.83100000
1660393416.424811,12:23:36.424811,7462,0.57600000
1660393427.825810,12:23:47.825810,7460,0.41600000
1660393439.805807,12:23:59.805807,7458,0.88300000
1660393450.802806,12:24:10.802806,7456,0.40900000
1660393462.818809,12:24:22.818809,7454,0.68000000
1660393474.193807,12:24:34.193807,7452,0.55500000
1660393485.496806,12:24:45.496806,7450,0.39600000
1660393496.919810,12:24:56.919810,7448,0.43600000
1660393509.065807,12:25:09.065807,7446,0.74000000
1660393520.416807,12:25:20.416807,7444,0.47400000
1660393532.202809,12:25:32.202809,7442,0.65600000
1660393543.850807,12:25:43.850807,7440,0.59200000
1660393555.337811,12:25:55.337811,7438,0.53700000
1660393567.162808,12:26:07.162808,7436,0.71400000
1660393578.715807,12:26:18.715807,7434,0.73900000
1660393590.489810,12:26:30.489810,7432,0.96900000
1660393601.635809,12:26:41.635809,7430,0.58500000
1660393613.714812,12:26:53.714812,7428,0.91900000
1660393624.937811,12:27:04.937811,7426,0.47500000
1660393636.983806,12:27:16.983806,7424,0.95700000
1660393648.257807,12:27:28.257807,7422,0.71500000
1660393659.507811,12:27:39.507811,7420,0.35800000
1660393671.447808,12:27:51.447808,7418,0.76200000
1660393682.658807,12:28:02.658807,7416,0.34300000
1660393694.847810,12:28:14.847810,7414,0.99300000
1660393706.578809,12:28:26.578809,7412,0.94300000
1660393717.932807,12:28:37.932807,7410,0.63900000
1660393729.514810,12:28:49.514810,7408,0.71400000
1660393741.065808,12:29:01.065808,7406,0.75600000
1660393752.530806,12:29:12.530806,7404,0.59700000
1660393764.121810,12:29:24.121810,7402,0.31800000
1660393776.282807,12:29:36.282807,7400,0.83100000
1660393787.392807,12:29:47.392807,7398,0.34500000
1660393798.746810,12:29:58.746810,7396,0.07600000
1660393810.696808,12:30:10.696808,7394,0.47400000
1660393821.968806,12:30:21.968806,7392,0.14700000
1660393833.846810,12:30:33.846810,7390,0.60600000
1660393845.622806,12:30:45.622806,7388,0.75600000
1660393856.976812,12:30:56.976812,7386,0.56300000
1660393868.762809,12:31:08.762809,7384,0.78100000
1660393880.491808,12:31:20.491808,7382,0.92800000
1660393891.630807,12:31:31.630807,7380,0.45500000
1660393903.198810,12:31:43.198810,7378,0.40200000
1660393915.139806,12:31:55.139806,7376,0.71900000
1660393926.988811,12:32:06.988811,7374,0.96100000
1660393938.308809,12:32:18.308809,7372,0.70500000
1660393949.377808,12:32:29.377808,7370,0.22500000
1660393961.297810,12:32:41.297810,7368,0.54000000
1660393972.784809,12:32:52.784809,7366,0.37200000
1660393984.452807,12:33:04.452807,7364,0.34300000
1660393995.399806,12:33:15.399806,7362,0.00400000
1660394007.168809,12:33:27.168809,7360,0.23300000
1660394019.170808,12:33:39.170808,7358,0.73700000
1660394030.739812,12:33:50.739812,7356,0.74100000
1660394042.564809,12:34:02.564809,7354,0.99400000
1660394053.899807,12:34:13.899807,7352,0.65700000
1660394065.404811,12:34:25.404811,7350,0.65900000
1660394077.205814,12:34:37.205814,7348,0.85300000
1660394088.472808,12:34:48.472808,7346,0.63800000
1660394099.940807,12:34:59.940807,7344,0.44400000
1660394112.135808,12:35:12.135808,7342,0.93900000
1660394123.420807,12:35:23.420807,7340,0.48900000
1660394134.865812,12:35:34.865812,7338,0.39200000
1660394146.738808,12:35:46.738808,7336,0.82400000
1660394158.538806,12:35:58.538806,7334,0.95600000
1660394169.861812,12:36:09.861812,7332,0.75300000
1660394180.915811,12:36:20.915811,7330,0.37900000
1660394192.661808,12:36:32.661808,7328,0.57000000
1660394204.384812,12:36:44.384812,7326,0.88900000
1660394215.398811,12:36:55.398811,7324,0.41800000
1660394226.840809,12:37:06.840809,7322,0.40500000
1660394238.200808,12:37:18.200808,7320,0.22200000
1660394249.980807,12:37:29.980807,7318,0.47100000
1660394261.929808,12:37:41.929808,7316,0.91000000
1660394273.507807,12:37:53.507807,7314,0.91400000
1660394284.814812,12:38:04.814812,7312,0.60400000
1660394295.838811,12:38:15.838811,7310,0.12200000
1660394307.664808,12:38:27.664808,7308,0.45800000
1660394319.656811,12:38:39.656811,7306,0.88900000
1660394331.150809,12:38:51.150809,7304,0.90600000
1660394342.670807,12:39:02.670807,7302,0.70200000
1660394354.469812,12:39:14.469812,7300,0.97000000
1660394365.896810,12:39:25.896810,7298,0.86700000
1660394377.310808,12:39:37.310808,7296,0.81700000
1660394389.055811,12:39:49.055811,7294,0.93400000
1660394400.617811,12:40:00.617811,7292,0.77300000
1660394412.020809,12:40:12.020809,7290,0.65400000
1660394423.057808,12:40:23.057808,7288,0.17600000
1660394434.834806,12:40:34.834806,7286,0.41900000
1660394446.855808,12:40:46.855808,7284,0.87000000
1660394458.417807,12:40:58.417807,7282,0.89000000
1660394470.168809,12:41:10.168809,7280,0.99500000
1660394481.636809,12:41:21.636809,7278,0.92400000
1660394493.093806,12:41:33.093806,7276,0.66400000
1660394504.271807,12:41:44.271807,7274,0.37700000
1660394516.140815,12:41:56.140815,7272,0.42300000
1660394527.924807,12:42:07.924807,7270,0.76300000
1660394539.395811,12:42:19.395811,7268,0.42600000
1660394551.375807,12:42:31.375807,7266,0.93200000
1660394562.885807,12:42:42.885807,7264,0.91600000
1660394574.102811,12:42:54.102811,7262,0.56700000
1660394585.829809,12:43:05.829809,7260,0.92300000
1660394596.893808,12:43:16.893808,7258,0.43600000
1660394608.673812,12:43:28.673812,7256,0.64700000
1660394620.406808,12:43:40.406808,7254,0.78200000
1660394632.292795,12:43:52.292795,7252,0.91300000
1660394643.736812,12:44:03.736812,7250,0.73700000
1660394655.549808,12:44:15.549808,7248,0.74500000
1660394666.970808,12:44:26.970808,7246,0.65900000
1660394678.407811,12:44:38.407811,7244,0.43600000
1660394690.230808,12:44:50.230808,7242,0.74000000
1660394701.891811,12:45:01.891811,7240,0.70000000
1660394713.788810,12:45:13.788810,7238,0.92700000
1660394725.207808,12:45:25.207808,7236,0.60500000
1660394736.868811,12:45:36.868811,7234,0.71200000
1660394748.015811,12:45:48.015811,7232,0.28400000
1660394759.379809,12:45:59.379809,7230,0.02700000
1660394771.538807,12:46:11.538807,7228,0.72500000
1660394782.596811,12:46:22.596811,7226,0.33500000
1660394794.538808,12:46:34.538808,7224,0.81800000
1660394806.113813,12:46:46.113813,7222,0.83800000
1660394817.632811,12:46:57.632811,7220,0.72500000
1660394828.582811,12:47:08.582811,7218,0.23800000
1660394840.281809,12:47:20.281809,7216,0.49500000
1660394852.343811,12:47:32.343811,7214,0.95800000
1660394864.025808,12:47:44.025808,7212,0.96600000
1660394875.292808,12:47:55.292808,7210,0.61900000
1660394886.572812,12:48:06.572812,7208,0.36300000
1660394897.841812,12:48:17.841812,7206,0.20200000
1660394910.005807,12:48:30.005807,7204,0.82600000
1660394921.715812,12:48:41.715812,7202,0.84600000
1660394933.159810,12:48:53.159810,7200,0.79700000
1660394944.567808,12:49:04.567808,7198,0.71000000
1660394956.177807,12:49:16.177807,7196,0.84900000
1660394967.675811,12:49:27.675811,7194,0.63600000
1660394979.011809,12:49:39.011809,7192,0.46900000
1660394991.107807,12:49:51.107807,7190,0.88100000
1660395002.423811,12:50:02.423811,7188,0.48800000
1660395014.130809,12:50:14.130809,7186,0.63700000
1660395026.094812,12:50:26.094812,7184,0.94400000
1660395037.050812,12:50:37.050812,7182,0.49200000
1660395048.783809,12:50:48.783809,7180,0.69800000
1660395060.550808,12:51:00.550808,7178,0.97400000
1660395071.600807,12:51:11.600807,7176,0.48900000
1660395083.459810,12:51:23.459810,7174,0.88300000
1660395094.814808,12:51:34.814808,7172,0.60600000
1660395106.146807,12:51:46.146807,7170,0.36600000
1660395117.773811,12:51:57.773811,7168,0.42600000
1660395129.335810,12:52:09.335810,7166,0.43000000
1660395141.337813,12:52:21.337813,7164,0.85600000
1660395152.828811,12:52:32.828811,7162,0.78400000
1660395164.202809,12:52:44.202809,7160,0.65000000
1660395176.026807,12:52:56.026807,7158,0.80600000
1660395187.239812,12:53:07.239812,7156,0.36900000
1660395199.356808,12:53:19.356808,7154,0.93200000
1660395211.009812,12:53:31.009812,7152,0.91500000
1660395222.181806,12:53:42.181806,7150,0.46500000
1660395233.839809,12:53:53.839809,7148,0.58800000
1660395245.693807,12:54:05.693807,7146,0.93400000
1660395256.904811,12:54:16.904811,7144,0.56100000
1660395268.555810,12:54:28.555810,7142,0.76700000
1660395280.607813,12:54:40.607813,7140,0.99900000
1660395291.695813,12:54:51.695813,7138,0.60400000
1660395303.672808,12:55:03.672808,7136,0.97700000
1660395314.959808,12:55:14.959808,7134,0.80200000
1660395326.451812,12:55:26.451812,7132,0.74800000
1660395337.667811,12:55:37.667811,7130,0.46800000
1660395349.468808,12:55:49.468808,7128,0.83700000
1660395360.635807,12:56:00.635807,7126,0.47000000
1660395372.195810,12:56:12.195810,7124,0.49600000
1660395383.299811,12:56:23.299811,7122,0.05100000
1660395395.413807,12:56:35.413807,7120,0.47300000
1660395407.011811,12:56:47.011811,7118,0.51500000
1660395418.378810,12:56:58.378810,7116,0.17100000
1660395430.199808,12:57:10.199808,7114,0.52200000
1660395442.129810,12:57:22.129810,7112,0.66100000
1660395453.662809,12:57:33.662809,7110,0.58200000
1660395465.385807,12:57:45.385807,7108,0.79800000
1660395477.065811,12:57:57.065811,7106,0.97500000
1660395488.097808,12:58:08.097808,7104,0.52900000
1660395499.936808,12:58:19.936808,7102,0.95200000
1660395511.367807,12:58:31.367807,7100,0.65900000
1660395523.145810,12:58:43.145810,7098,0.88600000
1660395534.690808,12:58:54.690808,7096,0.72800000
1660395546.032807,12:59:06.032807,7094,0.61100000
1660395557.668811,12:59:17.668811,7092,0.73700000
1660395569.570808,12:59:29.570808,7090,0.92400000
1660395580.595807,12:59:40.595807,7088,0.45700000
1660395592.233811,12:59:52.233811,7086,0.49600000
1660395603.796807,13:00:03.796807,7084,0.49100000
1660395615.112809,13:00:15.112809,7082,0.27900000
1660395627.421810,13:00:27.421810,7080,0.86900000
1660395638.765809,13:00:38.765809,7078,0.78300000
1660395650.541807,13:00:50.541807,7076,0.99200000
1660395661.691811,13:01:01.691811,7074,0.63900000
1660395673.408809,13:01:13.408809,7072,0.66400000
1660395685.300807,13:01:25.300807,7070,0.99600000
1660395696.796811,13:01:36.796811,7068,0.88100000
1660395707.825811,13:01:47.825811,7066,0.39900000
1660395719.956808,13:01:59.956808,7064,0.83700000
1660395731.252811,13:02:11.252811,7062,0.64200000
1660395742.663811,13:02:22.663811,7060,0.28700000
1660395754.381809,13:02:34.381809,7058,0.57800000
1660395765.675808,13:02:45.675808,7056,0.30100000
1660395777.625810,13:02:57.625810,7054,0.81600000
1660395788.864809,13:03:08.864809,7052,0.41000000
1660395800.106807,13:03:20.106807,7050,0.18900000
1660395812.042811,13:03:32.042811,7048,0.59300000
1660395822.995811,13:03:42.995811,7046,0.16900000
1660395834.709808,13:03:54.709808,7044,0.16600000
1660395847.041810,13:04:07.041810,7042,0.82800000
1660395858.211810,13:04:18.211810,7040,0.47400000
1660395869.826808,13:04:29.826808,7038,0.42300000
1660395881.787813,13:04:41.787813,7036,0.78900000
1660395893.302809,13:04:53.302809,7034,0.79500000
1660395904.638808,13:05:04.638808,7032,0.50900000
1660395916.584810,13:05:16.584810,7030,0.95900000
1660395928.249809,13:05:28.249809,7028,0.82600000
1660395939.617808,13:05:39.617808,7026,0.63400000
1660395951.518810,13:05:51.518810,7024,0.86800000
1660395963.255808,13:06:03.255808,7022,1.00000000
1660395975.003811,13:06:15.003811,7020,1.00000000
1660395986.529809,13:06:26.529809,7018,0.67400000
1660395998.413806,13:06:38.413806,7016,0.78500000
1660396010.098809,13:06:50.098809,7014,0.99500000
1660396021.463808,13:07:01.463808,7012,0.53500000
1660396033.158807,13:07:13.158807,7010,0.66600000
1660396044.408807,13:07:24.408807,7008,0.36300000
1660396056.303809,13:07:36.303809,7006,0.74900000
1660396067.745807,13:07:47.745807,7004,0.58600000
1660396078.867807,13:07:58.867807,7002,0.22000000
1660396090.811810,13:08:10.811810,7000,0.64300000
1660396102.253809,13:08:22.253809,6998,0.72400000
