,,,Trigger SOV_GunStart Applied Dither
1660391277.347801,11:47:57.347801,7831,0.67400000
1660391289.046801,11:48:09.046801,7829,0.77700000
1660391300.251801,11:48:20.251801,7827,0.30200000
1660391311.848801,11:48:31.848801,7825,0.34500000
1660391323.679801,11:48:43.679801,7823,0.70600000
1660391335.127801,11:48:55.127801,7821,0.34900000
1660391346.700801,11:49:06.700801,7819,0.38700000
1660391358.947801,11:49:18.947801,7817,0.86300000
1660391370.224801,11:49:30.224801,7815,0.53300000
1660391382.223801,11:49:42.223801,7813,0.84800000
1660391393.716801,11:49:53.716801,7811,0.69500000
1660391405.204801,11:50:05.204801,7809,0.61600000
1660391416.606801,11:50:16.606801,7807,0.32100000
1660391428.695801,11:50:28.695801,7805,0.83100000
1660391440.271801,11:50:40.271801,7803,0.83300000
1660391451.623801,11:50:51.623801,7801,0.49400000
1660391462.792801,11:51:02.792801,7799,0.17300000
1660391474.615801,11:51:14.615801,7797,0.43000000
1660391486.410801,11:51:26.410801,7795,0.86100000
1660391497.754801,11:51:37.754801,7793,0.67400000
1660391509.542801,11:51:49.542801,7791,0.94500000
1660391520.728801,11:52:00.728801,7789,0.51000000
1660391532.569801,11:52:12.569801,7787,0.86800000
1660391544.307801,11:52:24.307801,7785,0.88300000
1660391555.346801,11:52:35.346801,7783,0.40900000
1660391567.504801,11:52:47.504801,7781,0.82000000
1660391579.162801,11:52:59.162801,7779,0.97100000
1660391590.395801,11:53:10.395801,7777,0.71500000
1660391601.905801,11:53:21.905801,7775,0.68400000
1660391613.808801,11:53:33.808801,7773,0.99200000
1660391624.885801,11:53:44.885801,7771,0.53200000
1660391636.646801,11:53:56.646801,7769,0.75100000
1660391648.696801,11:54:08.696801,7767,0.90600000
1660391660.108801,11:54:20.108801,7765,0.62800000
1660391671.900801,11:54:31.900801,7763,0.65300000
1660391683.637801,11:54:43.637801,7761,0.58800000
1660391695.578801,11:54:55.578801,7759,0.88900000
1660391707.039801,11:55:07.039801,7757,0.70300000
1660391718.585801,11:55:18.585801,7755,0.67600000
1660391729.844801,11:55:29.844801,7753,0.21500000
1660391741.465801,11:55:41.465801,7751,0.43100000
1660391753.466801,11:55:53.466801,7749,0.80500000
1660391764.798801,11:56:04.798801,7747,0.64300000
1660391776.514801,11:56:16.514801,7745,0.81400000
1660391787.832801,11:56:27.832801,7743,0.47700000
1660391799.841801,11:56:39.841801,7741,0.89200000
1660391811.217801,11:56:51.217801,7739,0.62800000
1660391822.465801,11:57:02.465801,7737,0.31900000
1660391834.492801,11:57:14.492801,7735,0.96700000
1660391846.116801,11:57:26.116801,7733,0.99800000
1660391857.306801,11:57:37.306801,7731,0.62800000
1660391869.209801,11:57:49.209801,7729,0.98100000
1660391880.462801,11:58:00.462801,7727,0.53800000
1660391891.879801,11:58:11.879801,7725,0.38700000
1660391903.399801,11:58:23.399801,7723,0.43400000
1660391915.711801,11:58:35.711801,7721,0.99000000
1660391927.279801,11:58:47.279801,7719,0.94500000
1660391938.619801,11:58:58.619801,7717,0.54300000
1660391950.678801,11:59:10.678801,7715,0.88800000
1660391962.406801,11:59:22.406801,7713,0.93200000
1660391973.747801,11:59:33.747801,7711,0.69600000
1660391985.582801,11:59:45.582801,7709,0.93400000
1660391996.857801,11:59:56.857801,7707,0.75600000
1660392008.467801,12:00:08.467801,7705,0.68900000
1660392020.277801,12:00:20.277801,7703,0.90000000
1660392031.499801,12:00:31.499801,7701,0.58200000
1660392043.283801,12:00:43.283801,7699,0.98200000
1660392054.468801,12:00:54.468801,7697,0.72300000
1660392066.297801,12:01:06.297801,7695,0.89400000
1660392077.832801,12:01:17.832801,7693,0.99500000
1660392089.119801,12:01:29.119801,7691,0.73900000
1660392100.464801,12:01:40.464801,7689,0.61300000
1660392112.054801,12:01:52.054801,7687,0.45300000
1660392123.935801,12:02:03.935801,7685,0.91600000
1660392135.098801,12:02:15.098801,7683,0.50800000
1660392147.083801,12:02:27.083801,7681,0.82400000
1660392159.056801,12:02:39.056801,7679,0.98000000
1660392170.332801,12:02:50.332801,7677,0.75200000
1660392181.928801,12:03:01.928801,7675,0.73900000
1660392193.773801,12:03:13.773801,7673,0.96100000
1660392204.820801,12:03:24.820801,7671,0.56900000
1660392216.212801,12:03:36.212801,7669,0.17700000
1660392227.866801,12:03:47.866801,7667,0.21800000
1660392239.786801,12:03:59.786801,7665,0.37600000
1660392251.600801,12:04:11.600801,7663,0.77700000
1660392262.764801,12:04:22.764801,7661,0.31900000
1660392274.788801,12:04:34.788801,7659,0.58400000
1660392286.477801,12:04:46.477801,7657,0.65800000
1660392298.324801,12:04:58.324801,7655,0.99300000
1660392309.765801,12:05:09.765801,7653,0.89400000
1660392320.958801,12:05:20.958801,7651,0.52200000
1660392332.368801,12:05:32.368801,7649,0.19000000
1660392343.852801,12:05:43.852801,7647,0.15800000
1660392355.720801,12:05:55.720801,7645,0.30500000
1660392367.696801,12:06:07.696801,7643,0.88600000
1660392379.387801,12:06:19.387801,7641,0.89600000
1660392390.778801,12:06:30.778801,7639,0.89600000
1660392402.406801,12:06:42.406801,7637,0.82000000
1660392413.406801,12:06:53.406801,7635,0.33400000
1660392425.189801,12:07:05.189801,7633,0.59500000
1660392436.900801,12:07:16.900801,7631,0.90200000
1660392448.306801,12:07:28.306801,7629,0.66200000
1660392460.032801,12:07:40.032801,7627,0.90000000
1660392471.418801,12:07:51.418801,7625,0.44000000
1660392482.602801,12:08:02.602801,7623,0.21300000
1660392494.937801,12:08:14.937801,7621,0.77100000
1660392506.405801,12:08:26.405801,7619,0.91500000
1660392518.232801,12:08:38.232801,7617,0.78200000
1660392529.465801,12:08:49.465801,7615,0.65600000
1660392541.571801,12:09:01.571801,7613,0.99900000
1660392552.654801,12:09:12.654801,7611,0.58900000
1660392564.169801,12:09:24.169801,7609,0.51800000
1660392575.467801,12:09:35.467801,7607,0.25600000
1660392587.101801,12:09:47.101801,7605,0.29100000
1660392598.365801,12:09:58.365801,7603,0.19300000
1660392610.164801,12:10:10.164801,7601,0.42600000
1660392621.886801,12:10:21.886801,7599,0.55500000
1660392633.365801,12:10:33.365801,7597,0.38500000
1660392644.842801,12:10:44.842801,7595,0.44400000
1660392657.059801,12:10:57.059801,7593,0.93000000
1660392668.317801,12:11:08.317801,7591,0.78700000
1660392679.782801,12:11:19.782801,7589,0.50500000
1660392691.489802,12:11:31.489802,7587,0.84300000
1660392703.288801,12:11:43.288801,7585,0.94500000
1660392714.260801,12:11:54.260801,7583,0.56800000
1660392725.546801,12:12:05.546801,7581,0.20400000
1660392737.693801,12:12:17.693801,7579,0.89100000
1660392749.163801,12:12:29.163801,7577,0.43200000
1660392760.876801,12:12:40.876801,7575,0.64000000
1660392772.765801,12:12:52.765801,7573,0.95900000
1660392784.031801,12:13:04.031801,7571,0.71700000
1660392795.356801,12:13:15.356801,7569,0.41200000
1660392807.110801,12:13:27.110801,7567,0.74500000
1660392819.110801,12:13:39.110801,7565,0.96600000
1660392830.376801,12:13:50.376801,7563,0.61700000
1660392841.635801,12:14:01.635801,7561,0.32400000
1660392853.229801,12:14:13.229801,7559,0.37600000
1660392865.499801,12:14:25.499801,7557,0.90300000
1660392876.402801,12:14:36.402801,7555,0.42400000
1660392888.659801,12:14:48.659801,7553,0.81600000
1660392900.013801,12:15:00.013801,7551,0.62700000
1660392911.542801,12:15:11.542801,7549,0.43000000
1660392923.247801,12:15:23.247801,7547,0.60500000
1660392934.414801,12:15:34.414801,7545,0.17300000
1660392946.705801,12:15:46.705801,7543,0.80500000
1660392958.148801,12:15:58.148801,7541,0.74300000
1660392969.930801,12:16:09.930801,7539,0.94900000
1660392981.446801,12:16:21.446801,7537,0.98400000
1660392993.147801,12:16:33.147801,7535,0.88900000
1660393004.770801,12:16:44.770801,7533,0.99400000
1660393016.227801,12:16:56.227801,7531,0.69600000
1660393027.913801,12:17:07.913801,7529,0.71600000
1660393039.935801,12:17:19.935801,7527,0.97800000
1660393051.232801,12:17:31.232801,7525,0.67100000
1660393062.277801,12:17:42.277801,7523,0.26500000
1660393074.158801,12:17:54.158801,7521,0.39000000
1660393086.034801,12:18:06.034801,7519,0.72500000
1660393097.458801,12:18:17.458801,7517,0.54700000
1660393109.161801,12:18:29.161801,7515,0.63700000
1660393120.919801,12:18:40.919801,7513,0.86400000
1660393132.496801,12:18:52.496801,7511,0.75000000
1660393144.168801,12:19:04.168801,7509,0.71600000
1660393155.258801,12:19:15.258801,7507,0.36500000
1660393167.695801,12:19:27.695801,7505,0.87900000
1660393179.200801,12:19:39.200801,7503,0.79900000
1660393190.301801,12:19:50.301801,7501,0.36300000
1660393202.395801,12:20:02.395801,7499,0.81900000
1660393213.611801,12:20:13.611801,7497,0.54400000
1660393225.367801,12:20:25.367801,7495,0.66800000
1660393237.201801,12:20:37.201801,7493,0.99500000
1660393248.425801,12:20:48.425801,7491,0.67900000
1660393259.554801,12:20:59.554801,7489,0.22000000
1660393271.354801,12:21:11.354801,7487,0.50800000
1660393283.218801,12:21:23.218801,7485,0.56300000
1660393294.840801,12:21:34.840801,7483,0.71500000
1660393306.887801,12:21:46.887801,7481,0.95900000
1660393317.963801,12:21:57.963801,7479,0.47200000
1660393329.276801,12:22:09.276801,7477,0.20700000
1660393340.783801,12:22:20.783801,7475,0.26100000
1660393352.451801,12:22:32.451801,7473,0.21400000
1660393364.123801,12:22:44.123801,7471,0.20300000
1660393375.966801,12:22:55.966801,7469,0.62000000
1660393387.822801,12:23:07.822801,7467,0.94800000
1660393399.229801,12:23:19.229801,7465,0.79000000
1660393410.681801,12:23:30.681801,7463,0.64400000
1660393422.567801,12:23:42.567801,7461,0.96200000
1660393433.763801,12:23:53.763801,7459,0.70700000
1660393444.997801,12:24:04.997801,7457,0.31200000
1660393457.036801,12:24:17.036801,7455,0.78300000
1660393468.763801,12:24:28.763801,7453,0.92400000
1660393480.256801,12:24:40.256801,7451,0.97500000
1660393491.560801,12:24:51.560801,7449,0.80900000
1660393503.021801,12:25:03.021801,7447,0.75600000
1660393514.471801,12:25:14.471801,7445,0.32200000
1660393526.274801,12:25:26.274801,7443,0.46100000
1660393537.895801,12:25:37.895801,7441,0.57600000
1660393549.261801,12:25:49.261801,7439,0.40200000
1660393560.831801,12:26:00.831801,7437,0.17000000
1660393572.559801,12:26:12.559801,7435,0.37500000
1660393584.498801,12:26:24.498801,7433,0.82300000
1660393595.699801,12:26:35.699801,7431,0.55200000
1660393607.642801,12:26:47.642801,7429,0.79100000
1660393618.995801,12:26:58.995801,7427,0.33900000
1660393630.943801,12:27:10.943801,7425,0.66200000
1660393641.977801,12:27:21.977801,7423,0.28200000
1660393653.544801,12:27:33.544801,7421,0.20400000
1660393665.618801,12:27:45.618801,7419,0.73700000
1660393676.857801,12:27:56.857801,7417,0.40500000
1660393688.765801,12:28:08.765801,7415,0.77700000
1660393700.530801,12:28:20.530801,7413,0.79900000
1660393711.792801,12:28:31.792801,7411,0.36800000
1660393723.527801,12:28:43.527801,7409,0.33200000
1660393735.246801,12:28:55.246801,7407,0.65500000
1660393746.905801,12:29:06.905801,7405,0.81900000
1660393758.778801,12:29:18.778801,7403,0.93000000
1660393770.077801,12:29:30.077801,7401,0.49000000
1660393782.152801,12:29:42.152801,7399,0.94600000
1660393793.718801,12:29:53.718801,7397,0.84000000
1660393804.847801,12:30:04.847801,7395,0.48200000
1660393816.613801,12:30:16.613801,7393,0.52800000
1660393828.256801,12:30:28.256801,7391,0.74300000
1660393839.621801,12:30:39.621801,7389,0.51900000
1660393850.979801,12:30:50.979801,7387,0.42500000
1660393863.078801,12:31:03.078801,7385,0.92000000
1660393874.452801,12:31:14.452801,7383,0.73200000
1660393885.831801,12:31:25.831801,7381,0.39400000
1660393897.460801,12:31:37.460801,7379,0.46100000
1660393909.379801,12:31:49.379801,7377,0.82100000
1660393920.787801,12:32:00.787801,7375,0.55200000
1660393932.652801,12:32:12.652801,7373,0.84900000
1660393944.110801,12:32:24.110801,7371,0.79900000
1660393955.556801,12:32:35.556801,7369,0.65800000
1660393967.353801,12:32:47.353801,7367,0.78900000
1660393978.805801,12:32:58.805801,7365,0.56000000
1660393989.793801,12:33:09.793801,7363,0.21000000
1660394001.647801,12:33:21.647801,7361,0.47500000
1660394013.481801,12:33:33.481801,7359,0.89800000
1660394024.617801,12:33:44.617801,7357,0.41100000
1660394035.686801,12:33:55.686801,7355,0.00600000
1660394047.940801,12:34:07.940801,7353,0.53600000
1660394059.251801,12:34:19.251801,7351,0.30500000
1660394071.219801,12:34:31.219801,7349,0.63200000
1660394082.840801,12:34:42.840801,7347,0.93800000
1660394094.401801,12:34:54.401801,7345,0.59700000
1660394105.906801,12:35:05.906801,7343,0.69300000
1660394117.843801,12:35:17.843801,7341,0.82400000
1660394129.365801,12:35:29.365801,7339,0.68100000
1660394140.958801,12:35:40.958801,7337,0.74900000
1660394152.686801,12:35:52.686801,7335,0.96700000
1660394164.263801,12:36:04.263801,7333,0.87000000
1660394175.514801,12:36:15.514801,7331,0.78400000
1660394186.888801,12:36:26.888801,7329,0.78600000
1660394198.319801,12:36:38.319801,7327,0.62000000
1660394209.704801,12:36:49.704801,7325,0.45400000
1660394220.773801,12:37:00.773801,7323,0.21000000
1660394232.936801,12:37:12.936801,7321,0.72200000
1660394244.653801,12:37:24.653801,7319,0.91400000
1660394255.896801,12:37:35.896801,7317,0.66300000
1660394267.739801,12:37:47.739801,7315,0.96500000
1660394278.944801,12:37:58.944801,7313,0.52300000
1660394290.836801,12:38:10.836801,7311,0.98400000
1660394302.112801,12:38:22.112801,7309,0.61400000
1660394313.589801,12:38:33.589801,7307,0.61800000
1660394325.229801,12:38:45.229801,7305,0.76500000
1660394336.471801,12:38:56.471801,7303,0.36300000
1660394348.337801,12:39:08.337801,7301,0.62400000
1660394360.130801,12:39:20.130801,7299,0.90200000
1660394371.647801,12:39:31.647801,7297,0.82700000
1660394382.815801,12:39:42.815801,7295,0.45900000
1660394394.776801,12:39:54.776801,7293,0.78500000
1660394406.115801,12:40:06.115801,7291,0.48900000
1660394417.364801,12:40:17.364801,7289,0.22400000
1660394429.317801,12:40:29.317801,7287,0.67800000
1660394440.388801,12:40:40.388801,7285,0.23100000
1660394451.765801,12:40:51.765801,7283,0.17500000
1660394463.965801,12:41:03.965801,7281,0.48500000
1660394475.489801,12:41:15.489801,7279,0.77900000
1660394487.363801,12:41:27.363801,7277,0.89400000
1660394498.683801,12:41:38.683801,7275,0.53500000
1660394510.301801,12:41:50.301801,7273,0.52900000
1660394521.781801,12:42:01.781801,7271,0.35200000
1660394534.005801,12:42:14.005801,7269,0.96600000
1660394545.634801,12:42:25.634801,7267,0.99200000
1660394556.756801,12:42:36.756801,7265,0.61100000
1660394568.732801,12:42:48.732801,7263,0.96600000
1660394580.032801,12:43:00.032801,7261,0.79200000
1660394590.965801,12:43:10.965801,7259,0.37800000
1660394603.052801,12:43:23.052801,7257,0.84200000
1660394614.889801,12:43:34.889801,7255,0.99100000
1660394626.566801,12:43:46.566801,7253,0.99800000
1660394638.184801,12:43:58.184801,7251,0.98900000
1660394649.682801,12:44:09.682801,7249,0.94000000
1660394661.236801,12:44:21.236801,7247,0.74100000
1660394672.860801,12:44:32.860801,7245,0.75800000
1660394684.475801,12:44:44.475801,7243,0.76200000
1660394695.590801,12:44:55.590801,7241,0.32300000
1660394707.367801,12:45:07.367801,7239,0.52200000
1660394719.415801,12:45:19.415801,7237,0.67600000
1660394730.545801,12:45:30.545801,7235,0.21800000
1660394742.393801,12:45:42.393801,7233,0.46800000
1660394754.199801,12:45:54.199801,7231,0.77000000
1660394765.536801,12:46:05.536801,7229,0.46900000
1660394777.395801,12:46:17.395801,7227,0.95000000
1660394788.743801,12:46:28.743801,7225,0.79400000
1660394799.917801,12:46:39.917801,7223,0.42800000
1660394812.068801,12:46:52.068801,7221,0.99400000
1660394823.223801,12:47:03.223801,7219,0.70900000
1660394834.367801,12:47:14.367801,7217,0.42900000
1660394846.304801,12:47:26.304801,7215,0.65100000
1660394858.153801,12:47:38.153801,7213,1.00000000
1660394869.613801,12:47:49.613801,7211,0.75700000
1660394881.280801,12:48:01.280801,7209,0.75000000
1660394892.239801,12:48:12.239801,7207,0.37900000
1660394903.697801,12:48:23.697801,7205,0.23600000
1660394915.455801,12:48:35.455801,7203,0.51200000
1660394927.167801,12:48:47.167801,7201,0.55900000
1660394938.509801,12:48:58.509801,7199,0.49200000
1660394949.892801,12:49:09.892801,7197,0.12000000
1660394961.648801,12:49:21.648801,7195,0.45200000
1660394973.298801,12:49:33.298801,7193,0.62300000
1660394984.956801,12:49:44.956801,7191,0.63800000
1660394996.293801,12:49:56.293801,7189,0.19200000
1660395008.382801,12:50:08.382801,7187,0.73100000
1660395019.763801,12:50:19.763801,7185,0.44200000
1660395031.137801,12:50:31.137801,7183,0.56000000
1660395043.273801,12:50:43.273801,7181,0.91200000
1660395054.245801,12:50:54.245801,7179,0.48700000
1660395066.080801,12:51:06.080801,7177,0.70400000
1660395077.301801,12:51:17.301801,7175,0.57400000
1660395089.475801,12:51:29.475801,7173,0.98900000
1660395100.699801,12:51:40.699801,7171,0.72200000
1660395112.210801,12:51:52.210801,7169,0.77200000
1660395124.052801,12:52:04.052801,7167,0.92300000
1660395135.398801,12:52:15.398801,7165,0.64900000
1660395146.698801,12:52:26.698801,7163,0.58300000
1660395158.595801,12:52:38.595801,7161,0.83700000
1660395170.290801,12:52:50.290801,7159,0.92000000
1660395181.385801,12:53:01.385801,7157,0.46900000
1660395193.488801,12:53:13.488801,7155,0.96500000
1660395205.163801,12:53:25.163801,7153,0.84400000
1660395216.318801,12:53:36.318801,7151,0.43200000
1660395228.289801,12:53:48.289801,7149,0.86200000
1660395239.614801,12:53:59.614801,7147,0.66300000
1660395251.097801,12:54:11.097801,7145,0.60000000
1660395263.022801,12:54:23.022801,7143,0.95600000
1660395274.379801,12:54:34.379801,7141,0.61100000
1660395285.531801,12:54:45.531801,7139,0.29100000
1660395297.318801,12:54:57.318801,7137,0.39500000
1660395308.973801,12:55:08.973801,7135,0.64100000
1660395320.868801,12:55:20.868801,7133,0.96300000
1660395332.265801,12:55:32.265801,7131,0.99800000
1660395343.646801,12:55:43.646801,7129,0.66400000
1660395355.327801,12:55:55.327801,7127,0.96000000
1660395366.721801,12:56:06.721801,7125,0.77600000
1660395378.161801,12:56:18.161801,7123,0.72500000
1660395389.307801,12:56:29.307801,7121,0.25800000
1660395401.497801,12:56:41.497801,7119,0.69700000
1660395412.926801,12:56:52.926801,7117,0.60700000
1660395424.717801,12:57:04.717801,7115,0.76100000
1660395436.046801,12:57:16.046801,7113,0.48700000
1660395447.678801,12:57:27.678801,7111,0.35300000
1660395459.480801,12:57:39.480801,7109,0.68900000
1660395470.598801,12:57:50.598801,7107,0.24700000
1660395482.158801,12:58:02.158801,7105,0.34400000
1660395494.006801,12:58:14.006801,7103,0.68600000
1660395505.770801,12:58:25.770801,7101,0.86500000
1660395517.081801,12:58:37.081801,7099,0.63600000
1660395529.105801,12:58:49.105801,7097,0.92700000
1660395540.249801,12:59:00.249801,7095,0.58500000
1660395552.163801,12:59:12.163801,7093,0.99600000
1660395563.630801,12:59:23.630801,7091,0.86600000
1660395574.817801,12:59:34.817801,7089,0.42700000
1660395586.364801,12:59:46.364801,7087,0.46400000
1660395597.955801,12:59:57.955801,7085,0.41000000
1660395609.896801,13:00:09.896801,7083,0.77000000
1660395621.035801,13:00:21.035801,7081,0.45200000
1660395632.808801,13:00:32.808801,7079,0.63700000
1660395644.578801,13:00:44.578801,7077,0.82900000
1660395656.027801,13:00:56.027801,7075,0.77000000
1660395667.598801,13:01:07.598801,7073,0.66700000
1660395679.417801,13:01:19.417801,7071,0.93700000
1660395690.638801,13:01:30.638801,7069,0.64800000
1660395701.957801,13:01:41.957801,7067,0.32900000
1660395713.985801,13:01:53.985801,7065,0.76100000
1660395725.136801,13:02:05.136801,7063,0.27400000
1660395737.055801,13:02:17.055801,7061,0.48800000
1660395749.079801,13:02:29.079801,7059,0.95300000
1660395760.473801,13:02:40.473801,7057,0.96800000
1660395771.755801,13:02:51.755801,7055,0.70000000
1660395783.718801,13:03:03.718801,7053,1.00000000
1660395794.943801,13:03:14.943801,7051,0.81500000
1660395806.189801,13:03:26.189801,7049,0.50000000
1660395817.866801,13:03:37.866801,7047,0.74600000
1660395829.741801,13:03:49.741801,7045,0.99100000
1660395841.116801,13:04:01.116801,7043,0.74500000
1660395852.654801,13:04:12.654801,7041,0.80500000
1660395864.390801,13:04:24.390801,7039,0.75300000
1660395875.814801,13:04:35.814801,7037,0.61700000
1660395887.029801,13:04:47.029801,7035,0.20300000
1660395898.790801,13:04:58.790801,7033,0.51600000
1660395910.898801,13:05:10.898801,7031,0.92600000
1660395922.484801,13:05:22.484801,7029,0.84500000
1660395934.028801,13:05:34.028801,7027,0.94400000
1660395945.407801,13:05:45.407801,7025,0.68200000
1660395956.857801,13:05:56.857801,7023,0.32200000
1660395968.678801,13:06:08.678801,7021,0.47000000
1660395980.719801,13:06:20.719801,7019,0.86800000
1660395992.145801,13:06:32.145801,7017,0.43000000
1660396004.004801,13:06:44.004801,7015,0.56400000
1660396016.026801,13:06:56.026801,7013,0.98200000
1660396027.605801,13:07:07.605801,7011,0.91900000
1660396039.221801,13:07:19.221801,7009,0.91900000
1660396050.545801,13:07:30.545801,7007,0.74800000
1660396061.987801,13:07:41.987801,7005,0.60400000
1660396073.316801,13:07:53.316801,7003,0.34400000
1660396084.690801,13:08:04.690801,7001,0.28000000
1660396096.800801,13:08:16.800801,6999,0.91500000
