,,,Trigger SFT_GunStart Applied Dither
1660303561.117807,11:26:01.117807,7862,0.37600000
1660303573.566808,11:26:13.566808,7860,0.86800000
1660303585.200812,11:26:25.200812,7858,0.50500000
1660303596.915808,11:26:36.915808,7856,0.16000000
1660303609.588809,11:26:49.588809,7854,0.90300000
1660303621.767812,11:27:01.767812,7852,0.94700000
1660303633.614807,11:27:13.614807,7850,0.47600000
1660303645.938808,11:27:25.938808,7848,0.61300000
1660303658.157810,11:27:38.157810,7846,0.75100000
1660303670.477806,11:27:50.477806,7844,0.97600000
1660303682.339809,11:28:02.339809,7842,0.78400000
1660303694.561811,11:28:14.561811,7840,0.85400000
1660303706.651811,11:28:26.651811,7838,0.93800000
1660303718.591808,11:28:38.591808,7836,0.76000000
1660303730.754811,11:28:50.754811,7834,0.69100000
1660303742.478807,11:29:02.478807,7832,0.33300000
1660303754.640809,11:29:14.640809,7830,0.45300000
1660303767.097809,11:29:27.097809,7828,0.67300000
1660303779.025812,11:29:39.025812,7826,0.42900000
1660303791.190808,11:29:51.190808,7824,0.42400000
1660303803.735809,11:30:03.735809,7822,0.81200000
1660303815.630811,11:30:15.630811,7820,0.55200000
1660303827.253809,11:30:27.253809,7818,0.08600000
1660303839.905809,11:30:39.905809,7816,0.56100000
1660303852.273810,11:30:52.273810,7814,0.77800000
1660303864.569811,11:31:04.569811,7812,0.93200000
1660303876.204809,11:31:16.204809,7810,0.56200000
1660303887.820805,11:31:27.820805,7808,0.14600000
1660303900.308807,11:31:40.308807,7806,0.60900000
1660303912.658808,11:31:52.658808,7804,0.95000000
1660303924.257811,11:32:04.257811,7802,0.60500000
1660303936.503807,11:32:16.503807,7800,0.74000000
1660303948.770808,11:32:28.770808,7798,0.98200000
1660303960.488812,11:32:40.488812,7796,0.59700000
1660303972.155808,11:32:52.155808,7794,0.38300000
1660303984.217811,11:33:04.217811,7792,0.44200000
1660303996.477806,11:33:16.477806,7790,0.84200000
1660304008.015809,11:33:28.015809,7788,0.35800000
1660304020.408811,11:33:40.408811,7786,0.96800000
1660304032.092808,11:33:52.092808,7784,0.74900000
1660304044.139810,11:34:04.139810,7782,0.93400000
1660304056.040807,11:34:16.040807,7780,0.87600000
1660304067.919810,11:34:27.919810,7778,0.79000000
1660304080.079811,11:34:40.079811,7776,0.99800000
1660304091.578808,11:34:51.578808,7774,0.53800000
1660304103.312811,11:35:03.312811,7772,0.35600000
1660304115.261808,11:35:15.261808,7770,0.36200000
1660304127.469810,11:35:27.469810,7768,0.67000000
1660304139.252807,11:35:39.252807,7766,0.55400000
1660304151.652807,11:35:51.652807,7764,0.97700000
1660304163.294811,11:36:03.294811,7762,0.76800000
1660304175.151807,11:36:15.151807,7760,0.42500000
1660304186.766811,11:36:26.766811,7758,0.11200000
1660304199.210805,11:36:39.210805,7756,0.51200000
1660304210.836809,11:36:50.836809,7754,0.03700000
1660304223.307810,11:37:03.307810,7752,0.38300000
1660304235.612807,11:37:15.612807,7750,0.52000000
1660304248.065806,11:37:28.065806,7748,0.70500000
1660304260.068810,11:37:40.068810,7746,0.61400000
1660304272.316810,11:37:52.316810,7744,0.61800000
1660304284.651812,11:38:04.651812,7742,0.91000000
1660304296.877808,11:38:16.877808,7740,0.82500000
1660304309.147811,11:38:29.147811,7738,0.82600000
1660304321.393811,11:38:41.393811,7736,0.54500000
1660304334.063811,11:38:54.063811,7734,0.88300000
1660304346.200807,11:39:06.200807,7732,0.42700000
1660304359.106807,11:39:19.106807,7730,0.93600000
1660304371.355808,11:39:31.355808,7728,0.80100000
1660304383.616810,11:39:43.616810,7726,0.64000000
1660304396.360810,11:39:56.360810,7724,0.87400000
1660304408.626812,11:40:08.626812,7722,0.66100000
1660304421.427812,11:40:21.427812,7720,0.82600000
1660304433.653807,11:40:33.653807,7718,0.44500000
1660304446.342807,11:40:46.342807,7716,0.31500000
1660304459.046807,11:40:59.046807,7714,0.23600000
1660304472.181806,11:41:12.181806,7712,0.68600000
1660304484.961806,11:41:24.961806,7710,0.70900000
1660304497.528807,11:41:37.528807,7708,0.39700000
1660304510.564807,11:41:50.564807,7706,0.59500000
1660304523.641807,11:42:03.641807,7704,0.92600000
1660304536.095807,11:42:16.095807,7702,0.78200000
1660304548.960807,11:42:28.960807,7700,0.79000000
1660304561.874808,11:42:41.874808,7698,0.99500000
1660304574.290808,11:42:54.290808,7696,0.71200000
1660304586.628809,11:43:06.628809,7694,0.22700000
1660304599.496809,11:43:19.496809,7692,0.43900000
1660304612.591807,11:43:32.591807,7690,0.76900000
1660304624.876810,11:43:44.876810,7688,0.29300000
1660304637.985809,11:43:57.985809,7686,0.77000000
1660304650.766810,11:44:10.766810,7684,0.70000000
1660304663.839808,11:44:23.839808,7682,0.97500000
1660304676.677808,11:44:36.677808,7680,0.98300000
1660304688.853808,11:44:48.853808,7678,0.59600000
1660304701.754809,11:45:01.754809,7676,0.97200000
1660304714.021810,11:45:14.021810,7674,0.80700000
1660304726.729813,11:45:26.729813,7672,0.93500000
1660304738.843807,11:45:38.843807,7670,0.70000000
1660304751.747808,11:45:51.747808,7668,0.97900000
1660304764.200808,11:46:04.200808,7666,0.97800000
1660304776.291810,11:46:16.291810,7664,0.62000000
1660304788.267813,11:46:28.267813,7662,0.16400000
1660304801.151811,11:46:41.151811,7660,0.56900000
1660304813.853808,11:46:53.853808,7658,0.87200000
1660304826.011808,11:47:06.011808,7656,0.59300000
1660304838.706809,11:47:18.706809,7654,0.77600000
1660304850.981811,11:47:30.981811,7652,0.68800000
1660304863.449812,11:47:43.449812,7650,0.73400000
1660304875.665808,11:47:55.665808,7648,0.30300000
1660304888.591808,11:48:08.591808,7646,0.76600000
1660304900.907809,11:48:20.907809,7644,0.60800000
1660304913.550809,11:48:33.550809,7642,0.74900000
1660304925.593811,11:48:45.593811,7640,0.29300000
1660304937.953807,11:48:57.953807,7638,0.24600000
1660304950.936807,11:49:10.936807,7636,0.71400000
1660304963.064808,11:49:23.064808,7634,0.37800000
1660304975.399810,11:49:35.399810,7632,0.32600000
1660304988.200810,11:49:48.200810,7630,0.54400000
1660305000.544812,11:50:00.544812,7628,0.38100000
1660305013.418811,11:50:13.418811,7626,0.78400000
1660305025.554807,11:50:25.554807,7624,0.56900000
1660305038.187807,11:50:38.187807,7622,0.66800000
1660305050.720809,11:50:50.720809,7620,0.79400000
1660305062.890809,11:51:02.890809,7618,0.65800000
1660305075.538811,11:51:15.538811,7616,0.90000000
1660305088.068812,11:51:28.068812,7614,0.67800000
1660305100.142807,11:51:40.142807,7612,0.34600000
1660305113.342807,11:51:53.342807,7610,0.97800000
1660305125.775807,11:52:05.775807,7608,0.99100000
1660305137.572811,11:52:17.572811,7606,0.52800000
1660305150.310811,11:52:30.310811,7604,0.85700000
1660305162.411808,11:52:42.411808,7602,0.50000000
1660305174.787809,11:52:54.787809,7600,0.45500000
1660305187.488809,11:53:07.488809,7598,0.56300000
1660305200.127809,11:53:20.127809,7596,0.79900000
1660305212.216811,11:53:32.216811,7594,0.57000000
1660305224.562807,11:53:44.562807,7592,0.42300000
1660305236.994808,11:53:56.994808,7590,0.35800000
1660305249.136809,11:54:09.136809,7588,0.09700000
1660305261.945810,11:54:21.945810,7586,0.36000000
1660305274.330811,11:54:34.330811,7584,0.40700000
1660305286.831812,11:54:46.831812,7582,0.46000000
1660305298.979806,11:54:58.979806,7580,0.13800000
1660305311.942807,11:55:11.942807,7578,0.55400000
1660305324.389808,11:55:24.389808,7576,0.66100000
1660305336.653809,11:55:36.653809,7574,0.47600000
1660305349.645809,11:55:49.645809,7572,0.99400000
1660305361.763813,11:56:01.763813,7570,0.56400000
1660305373.601809,11:56:13.601809,7568,0.13500000
1660305386.301809,11:56:26.301809,7566,0.51200000
1660305399.294808,11:56:39.294808,7564,0.94900000
1660305411.622810,11:56:51.622810,7562,0.93800000
1660305423.759813,11:57:03.759813,7560,0.57500000
1660305436.308806,11:57:16.308806,7558,0.77100000
1660305448.789809,11:57:28.789809,7556,0.89500000
1660305461.164808,11:57:41.164808,7554,0.68100000
1660305473.461810,11:57:53.461810,7552,0.63200000
1660305485.866807,11:58:05.866807,7550,0.68200000
1660305498.152808,11:58:18.152808,7548,0.52800000
1660305510.149810,11:58:30.149810,7546,0.16100000
1660305522.821811,11:58:42.821811,7544,0.41600000
1660305535.712810,11:58:55.712810,7542,0.85900000
1660305547.771807,11:59:07.771807,7540,0.44900000
1660305560.066808,11:59:20.066808,7538,0.27900000
1660305573.036807,11:59:33.036807,7536,0.70200000
1660305584.953810,11:59:44.953810,7534,0.24700000
1660305597.791811,11:59:57.791811,7532,0.55900000
1660305610.601811,12:00:10.601811,7530,0.91300000
1660305622.880806,12:00:22.880806,7528,0.69500000
1660305635.647807,12:00:35.647807,7526,0.97800000
1660305648.203808,12:00:48.203808,7524,0.97800000
1660305660.576809,12:01:00.576809,7522,0.78600000
1660305672.869810,12:01:12.869810,7520,0.42700000
1660305685.674811,12:01:25.674811,7518,0.71800000
1660305698.058807,12:01:38.058807,7516,0.53200000
1660305711.003811,12:01:51.003811,7514,0.97400000
1660305723.393807,12:02:03.393807,7512,0.89500000
1660305735.389810,12:02:15.389810,7510,0.55300000
1660305748.095810,12:02:28.095810,7508,0.88700000
1660305760.077807,12:02:40.077807,7506,0.43400000
1660305773.126812,12:02:53.126812,7504,0.98600000
1660305785.497808,12:03:05.497808,7502,0.98600000
1660305797.591810,12:03:17.591810,7500,0.75800000
1660305810.238810,12:03:30.238810,7498,0.90500000
1660305822.388812,12:03:42.388812,7496,0.44300000
1660305834.945807,12:03:54.945807,7494,0.79900000
1660305847.722808,12:04:07.722808,7492,0.94800000
1660305860.027815,12:04:20.027815,7490,0.86700000
1660305872.435810,12:04:32.435810,7488,0.93100000
1660305884.517808,12:04:44.517808,7486,0.63500000
1660305897.315807,12:04:57.315807,7484,0.91700000
1660305909.793809,12:05:09.793809,7482,0.83500000
1660305922.042809,12:05:22.042809,7480,0.66400000
1660305934.232811,12:05:34.232811,7478,0.42200000
1660305947.174812,12:05:47.174812,7476,0.97300000
1660305959.402808,12:05:59.402808,7474,0.84500000
1660305971.997811,12:06:11.997811,7472,0.87000000
1660305984.414808,12:06:24.414808,7470,0.92600000
1660305996.614811,12:06:36.614811,7468,0.63000000
1660306009.207811,12:06:49.207811,7466,0.89900000
1660306021.462807,12:07:01.462807,7464,0.81900000
1660306033.463810,12:07:13.463810,7462,0.47900000
1660306046.124811,12:07:26.124811,7460,0.59700000
1660306058.174807,12:07:38.174807,7458,0.15000000
1660306070.881809,12:07:50.881809,7456,0.40300000
1660306083.590808,12:08:03.590808,7454,0.74000000
1660306095.782810,12:08:15.782810,7452,0.40700000
1660306108.193812,12:08:28.193812,7450,0.54300000
1660306120.384807,12:08:40.384807,7448,0.13000000
1660306133.285807,12:08:53.285807,7446,0.54100000
1660306146.013807,12:09:06.013807,7444,0.85300000
1660306158.605809,12:09:18.605809,7442,0.98200000
1660306171.036809,12:09:31.036809,7440,0.80300000
1660306183.571811,12:09:43.571811,7438,0.82300000
1660306195.798807,12:09:55.798807,7436,0.55200000
1660306208.277808,12:10:08.277808,7434,0.35300000
1660306220.518808,12:10:20.518808,7432,0.25900000
1660306233.555809,12:10:33.555809,7430,0.95400000
1660306246.129809,12:10:46.129809,7428,0.96900000
1660306258.220806,12:10:58.220806,7426,0.69800000
1660306270.897807,12:11:10.897807,7424,0.93700000
1660306282.781811,12:11:22.781811,7422,0.50300000
1660306295.851809,12:11:35.851809,7420,0.94400000
1660306308.113811,12:11:48.113811,7418,0.85100000
1660306320.194807,12:12:00.194807,7416,0.49600000
1660306333.065807,12:12:13.065807,7414,0.98600000
1660306345.048810,12:12:25.048810,7412,0.50700000
1660306357.574811,12:12:37.574811,7410,0.71400000
1660306370.283807,12:12:50.283807,7408,0.89600000
1660306382.419808,12:13:02.419808,7406,0.56000000
1660306395.210808,12:13:15.210808,7404,0.90500000
1660306407.668809,12:13:27.668809,7402,0.95000000
1660306420.099811,12:13:40.099811,7400,0.83800000
1660306432.585809,12:13:52.585809,7398,0.95100000
1660306444.588808,12:14:04.588808,7396,0.48300000
1660306456.836810,12:14:16.836810,7394,0.43800000
1660306469.281812,12:14:29.281812,7392,0.57800000
1660306481.818813,12:14:41.818813,7390,0.87700000
1660306494.000808,12:14:54.000808,7388,0.55900000
1660306505.961810,12:15:05.961810,7386,0.18500000
1660306518.585812,12:15:18.585812,7384,0.25600000
1660306531.500812,12:15:31.500812,7382,0.79400000
1660306543.769806,12:15:43.769806,7380,0.55400000
1660306555.983810,12:15:55.983810,7378,0.33500000
1660306568.394811,12:16:08.394811,7376,0.28900000
1660306581.253810,12:16:21.253810,7374,0.69500000
1660306594.191811,12:16:34.191811,7372,0.91300000
1660306606.603812,12:16:46.603812,7370,0.43600000
1660306619.678812,12:16:59.678812,7368,0.77100000
1660306632.230807,12:17:12.230807,7366,0.58400000
1660306645.494811,12:17:25.494811,7364,0.99800000
1660306657.976808,12:17:37.976808,7362,0.59100000
1660306670.302807,12:17:50.302807,7360,0.14200000
1660306683.586807,12:18:03.586807,7358,0.63600000
1660306696.058809,12:18:16.058809,7356,0.27900000
1660306708.865808,12:18:28.865808,7354,0.35100000
1660306721.648809,12:18:41.648809,7352,0.35800000
1660306734.672809,12:18:54.672809,7350,0.64400000
1660306747.335810,12:19:07.335810,7348,0.58000000
1660306759.467812,12:19:19.467812,7346,0.22600000
1660306772.823811,12:19:32.823811,7344,0.81100000
1660306785.254812,12:19:45.254812,7342,0.55200000
1660306798.241812,12:19:58.241812,7340,0.86100000
1660306810.305808,12:20:10.305808,7338,0.66300000
1660306822.514810,12:20:22.514810,7336,0.40200000
1660306835.447810,12:20:35.447810,7334,0.75500000
1660306848.246809,12:20:48.246809,7332,0.98300000
1660306860.615812,12:21:00.615812,7330,0.90300000
1660306872.917807,12:21:12.917807,7328,0.72100000
1660306885.451808,12:21:25.451808,7326,0.87700000
1660306897.966810,12:21:37.966810,7324,0.98900000
1660306910.186812,12:21:50.186812,7322,0.78200000
1660306922.353807,12:22:02.353807,7320,0.41500000
1660306934.917808,12:22:14.917808,7318,0.55600000
1660306947.419810,12:22:27.419810,7316,0.51900000
1660306960.141810,12:22:40.141810,7314,0.75700000
1660306972.352807,12:22:52.352807,7312,0.55300000
1660306985.056808,12:23:05.056808,7310,0.88000000
1660306997.531808,12:23:17.531808,7308,0.76000000
1660307009.727810,12:23:29.727810,7306,0.33800000
1660307022.460811,12:23:42.460811,7304,0.64000000
1660307034.796807,12:23:54.796807,7302,0.45200000
1660307047.736807,12:24:07.736807,7300,0.87400000
1660307059.971807,12:24:19.971807,7298,0.48600000
1660307072.577809,12:24:32.577809,7296,0.69600000
1660307084.965810,12:24:44.965810,7294,0.60300000
1660307097.007807,12:24:57.007807,7292,0.14100000
1660307110.013807,12:25:10.013807,7290,0.73500000
1660307122.404809,12:25:22.404809,7288,0.74200000
1660307135.073809,12:25:35.073809,7286,0.81800000
1660307147.582811,12:25:47.582811,7284,0.94800000
1660307159.867812,12:25:59.867812,7282,0.85500000
1660307172.027807,12:26:12.027807,7280,0.54700000
1660307184.657809,12:26:24.657809,7278,0.75900000
1660307197.128811,12:26:37.128811,7276,0.85800000
1660307209.055807,12:26:49.055807,7274,0.48500000
1660307222.011807,12:27:02.011807,7272,0.94100000
1660307234.104809,12:27:14.104809,7270,0.67300000
1660307246.249811,12:27:26.249811,7268,0.40300000
1660307259.117812,12:27:39.117812,7266,0.89100000
1660307271.588808,12:27:51.588808,7264,0.84100000
1660307284.134806,12:28:04.134806,7262,0.99300000
1660307296.673809,12:28:16.673809,7260,0.88000000
1660307309.125811,12:28:29.125811,7258,0.95300000
1660307321.058808,12:28:41.058808,7256,0.47400000
1660307333.734807,12:28:53.734807,7254,0.82500000
1660307346.235809,12:29:06.235809,7252,0.93900000
1660307358.279811,12:29:18.279811,7250,0.50800000
1660307371.064811,12:29:31.064811,7248,0.88400000
1660307383.270808,12:29:43.270808,7246,0.75200000
1660307396.009808,12:29:56.009808,7244,0.99000000
1660307408.011811,12:30:08.011811,7242,0.67400000
1660307419.970799,12:30:19.970799,7240,0.20100000
1660307432.060810,12:30:32.060810,7238,0.00100000
1660307445.118810,12:30:45.118810,7236,0.54500000
1660307457.985811,12:30:57.985811,7234,0.99800000
1660307470.098807,12:31:10.098807,7232,0.62700000
1660307482.677808,12:31:22.677808,7230,0.81900000
1660307494.844810,12:31:34.844810,7228,0.66400000
1660307507.013811,12:31:47.013811,7226,0.45600000
1660307519.491808,12:31:59.491808,7224,0.49300000
1660307531.519809,12:32:11.519809,7222,0.08400000
1660307544.241810,12:32:24.241810,7220,0.43400000
1660307556.811811,12:32:36.811811,7218,0.64100000
1660307569.101806,12:32:49.101806,7216,0.36800000
1660307581.405808,12:33:01.405808,7214,0.27100000
1660307594.128809,12:33:14.128809,7212,0.43400000
1660307606.561810,12:33:26.561810,7210,0.52700000
1660307619.030811,12:33:39.030811,7208,0.44600000
1660307631.932812,12:33:51.932812,7206,0.78300000
1660307644.652807,12:34:04.652807,7204,1.00000000
1660307656.818809,12:34:16.818809,7202,0.80700000
1660307668.909811,12:34:28.909811,7200,0.45000000
1660307681.539813,12:34:41.539813,7198,0.71200000
1660307694.245806,12:34:54.245806,7196,0.75200000
1660307706.631808,12:35:06.631808,7194,0.65400000
1660307718.941809,12:35:18.941809,7192,0.54100000
1660307731.715811,12:35:31.715811,7190,0.98200000
1660307743.731807,12:35:43.731807,7188,0.52200000
1660307756.688806,12:35:56.688806,7186,0.89000000
1660307769.206808,12:36:09.206808,7184,0.84400000
1660307781.352811,12:36:21.352811,7182,0.62000000
1660307793.994811,12:36:33.994811,7180,0.75600000
1660307806.402806,12:36:46.402806,7178,0.76100000
1660307818.658808,12:36:58.658808,7176,0.50100000
1660307830.530807,12:37:10.530807,7174,0.05300000
1660307843.785811,12:37:23.785811,7172,0.67900000
1660307856.343812,12:37:36.343812,7170,0.79100000
1660307869.088807,12:37:49.088807,7168,0.99500000
1660307881.268809,12:38:01.268809,7166,0.69100000
1660307893.947810,12:38:13.947810,7164,0.99400000
1660307906.264811,12:38:26.264811,7162,0.95700000
1660307918.647808,12:38:38.647808,7160,0.96600000
1660307930.625810,12:38:50.625810,7158,0.55300000
1660307943.162811,12:39:03.162811,7156,0.72900000
1660307955.313808,12:39:15.313808,7154,0.50100000
1660307967.660808,12:39:27.660808,7152,0.35500000
1660307980.475810,12:39:40.475810,7150,0.78400000
1660307992.739812,12:39:52.739812,7148,0.71100000
1660308004.905808,12:40:04.905808,7146,0.35700000
1660308017.853808,12:40:17.853808,7144,0.87400000
1660308030.150809,12:40:30.150809,7142,0.88900000
1660308042.275811,12:40:42.275811,7140,0.48300000
1660308055.120807,12:40:55.120807,7138,0.86800000
1660308067.305807,12:41:07.305807,7136,0.55800000
1660308079.885809,12:41:19.885809,7134,0.76100000
1660308091.968812,12:41:31.968812,7132,0.50600000
1660308104.332807,12:41:44.332807,7130,0.30800000
1660308116.985811,12:41:56.985811,7128,0.55500000
1660308129.632810,12:42:09.632810,7126,0.68100000
1660308142.340810,12:42:22.340810,7124,0.99400000
1660308154.334808,12:42:34.334808,7122,0.61100000
1660308166.947808,12:42:46.947808,7120,0.74300000
1660308179.573809,12:42:59.573809,7118,0.95900000
1660308192.096810,12:43:12.096810,7116,0.96000000
1660308204.520795,12:43:24.520795,7114,0.98800000
1660308216.618807,12:43:36.618807,7112,0.60800000
1660308228.785811,12:43:48.785811,7110,0.54000000
1660308241.066808,12:44:01.066808,7108,0.44800000
1660308253.935814,12:44:13.935814,7106,0.99300000
1660308266.003808,12:44:26.003808,7104,0.54100000
1660308278.166810,12:44:38.166810,7102,0.36500000
1660308290.907811,12:44:50.907811,7100,0.67400000
1660308303.416807,12:45:03.416807,7098,0.81100000
1660308315.645809,12:45:15.645809,7096,0.57000000
1660308328.412809,12:45:28.412809,7094,0.89800000
1660308340.749811,12:45:40.749811,7092,0.75500000
1660308352.880807,12:45:52.880807,7090,0.48900000
1660308365.786808,12:46:05.786808,7088,0.75200000
1660308377.803810,12:46:17.803810,7086,0.27000000
1660308390.990811,12:46:30.990811,7084,0.92400000
1660308403.187812,12:46:43.187812,7082,0.63800000
1660308415.843807,12:46:55.843807,7080,0.87300000
1660308427.935808,12:47:07.935808,7078,0.46800000
1660308440.333811,12:47:20.333811,7076,0.38400000
1660308453.185811,12:47:33.185811,7074,0.77700000
1660308465.478807,12:47:45.478807,7072,0.56900000
1660308477.913808,12:47:57.913808,7070,0.58600000
1660308490.365810,12:48:10.365810,7068,0.66800000
1660308502.633812,12:48:22.633812,7066,0.48100000
1660308514.892807,12:48:34.892807,7064,0.31800000
1660308527.641807,12:48:47.641807,7062,0.61200000
1660308539.731810,12:48:59.731810,7060,0.25000000
1660308552.726811,12:49:12.726811,7058,0.74500000
1660308564.695806,12:49:24.695806,7056,0.31500000
1660308577.179808,12:49:37.179808,7054,0.42800000
1660308589.590811,12:49:49.590811,7052,0.55400000
1660308601.776807,12:50:01.776807,7050,0.46100000
1660308614.634807,12:50:14.634807,7048,0.80800000
1660308626.716809,12:50:26.716809,7046,0.49800000
1660308639.768809,12:50:39.768809,7044,0.98200000
1660308652.174810,12:50:52.174810,7042,0.79600000
1660308664.545807,12:51:04.545807,7040,0.60700000
1660308677.333807,12:51:17.333807,7038,0.97600000
1660308689.384809,12:51:29.384809,7036,0.59100000
1660308701.568812,12:51:41.568812,7034,0.39000000
1660308714.401812,12:51:54.401812,7032,0.77000000
1660308726.725808,12:52:06.725808,7030,0.73800000
1660308738.704810,12:52:18.704810,7028,0.26100000
1660308751.535811,12:52:31.535811,7026,0.81200000
1660308764.116811,12:52:44.116811,7024,0.89000000
1660308776.094808,12:52:56.094808,7022,0.50500000
1660308788.694809,12:53:08.694809,7020,0.74600000
1660308801.284810,12:53:21.284810,7018,0.92900000
1660308813.630807,12:53:33.630807,7016,0.84900000
1660308826.161808,12:53:46.161808,7014,0.88600000
1660308838.352810,12:53:58.352810,7012,0.63300000
1660308850.967810,12:54:10.967810,7010,0.89500000
1660308863.548812,12:54:23.548812,7008,0.99500000
1660308875.510809,12:54:35.510809,7006,0.56500000
1660308888.405809,12:54:48.405809,7004,0.98000000
1660308900.644812,12:55:00.644812,7002,0.82300000
1660308913.176807,12:55:13.176807,7000,0.96600000
1660308925.489807,12:55:25.489807,6998,0.74400000
1660308937.584811,12:55:37.584811,6996,0.35800000
1660308950.091807,12:55:50.091807,6994,0.39700000
1660308962.943809,12:56:02.943809,6992,0.72800000
