,,,Trigger SOV_GunStart Applied Dither
1660363677.671801,04:07:57.671801,6309,0.87000000
1660363689.046801,04:08:09.046801,6311,0.87500000
1660363700.112801,04:08:20.112801,6313,0.45500000
1660363712.244801,04:08:32.244801,6315,0.94400000
1660363723.336801,04:08:43.336801,6317,0.60400000
1660363735.094801,04:08:55.094801,6319,0.81300000
1660363746.789801,04:09:06.789801,6321,0.87000000
1660363758.156801,04:09:18.156801,6323,0.53900000
1660363769.845801,04:09:29.845801,6325,0.35900000
1660363781.242801,04:09:41.242801,6327,0.34800000
1660363793.270801,04:09:53.270801,6329,0.61200000
1660363805.041801,04:10:05.041801,6331,0.94700000
1660363816.396801,04:10:16.396801,6333,0.73800000
1660363827.927801,04:10:27.927801,6335,0.59700000
1660363839.743801,04:10:39.743801,6337,0.96900000
1660363850.977801,04:10:50.977801,6339,0.52800000
1660363862.877801,04:11:02.877801,6341,0.96600000
1660363874.378801,04:11:14.378801,6343,0.92600000
1660363886.009801,04:11:26.009801,6345,0.83500000
1660363897.822801,04:11:37.822801,6347,0.95800000
1660363909.089801,04:11:49.089801,6349,0.75800000
1660363920.571801,04:12:00.571801,6351,0.65400000
1660363932.401801,04:12:12.401801,6353,0.92500000
1660363943.260801,04:12:23.260801,6355,0.54800000
1660363955.234801,04:12:35.234801,6357,0.56600000
1660363966.929801,04:12:46.929801,6359,0.79400000
1660363979.134801,04:12:59.134801,6361,0.92300000
1660363989.919801,04:13:09.919801,6363,0.44600000
1660364002.055801,04:13:22.055801,6365,0.90000000
1660364013.138801,04:13:33.138801,6367,0.60400000
1660364024.549801,04:13:44.549801,6369,0.23600000
1660364036.471801,04:13:56.471801,6371,0.84400000
1660364048.048801,04:14:08.048801,6373,0.61200000
1660364059.621801,04:14:19.621801,6375,0.64500000
1660364071.002801,04:14:31.002801,6377,0.18100000
1660364082.758801,04:14:42.758801,6379,0.57300000
1660364094.795801,04:14:54.795801,6381,0.91400000
1660364106.169801,04:15:06.169801,6383,0.89500000
1660364117.448801,04:15:17.448801,6385,0.49600000
1660364128.676801,04:15:28.676801,6387,0.15700000
1660364140.588801,04:15:40.588801,6389,0.37700000
1660364152.468801,04:15:52.468801,6391,0.75300000
1660364163.547801,04:16:03.547801,6393,0.28100000
1660364175.327801,04:16:15.327801,6395,0.42400000
1660364186.937801,04:16:26.937801,6397,0.39200000
1660364198.559801,04:16:38.559801,6399,0.44300000
1660364210.149801,04:16:50.149801,6401,0.46800000
1660364221.369801,04:17:01.369801,6403,0.25500000
1660364233.203801,04:17:13.203801,6405,0.40200000
1660364245.104801,04:17:25.104801,6407,0.64000000
1660364256.535801,04:17:36.535801,6409,0.44500000
1660364268.526801,04:17:48.526801,6411,0.88500000
1660364280.101801,04:18:00.101801,6413,0.63600000
1660364291.375801,04:18:11.375801,6415,0.44800000
1660364303.304801,04:18:23.304801,6417,0.97100000
1660364314.456801,04:18:34.456801,6419,0.50900000
1660364326.586801,04:18:46.586801,6421,0.96100000
1660364338.069801,04:18:58.069801,6423,0.82900000
1660364349.406801,04:19:09.406801,6425,0.70000000
1660364360.868801,04:19:20.868801,6427,0.62700000
1660364371.996801,04:19:31.996801,6429,0.22200000
1660364384.170801,04:19:44.170801,6431,0.61800000
1660364395.287801,04:19:55.287801,6433,0.31200000
1660364406.691801,04:20:06.691801,6435,0.01400000
1660364418.727801,04:20:18.727801,6437,0.23300000
1660364430.413801,04:20:30.413801,6439,0.67200000
1660364442.633801,04:20:42.633801,6441,0.98500000
1660364453.648801,04:20:53.648801,6443,0.59100000
1660364465.548801,04:21:05.548801,6445,0.76700000
1660364476.882801,04:21:16.882801,6447,0.91100000
1660364488.865801,04:21:28.865801,6449,0.87100000
1660364500.265801,04:21:40.265801,6451,0.91700000
1660364511.613801,04:21:51.613801,6453,0.70000000
1660364523.428801,04:22:03.428801,6455,0.91200000
1660364535.209801,04:22:15.209801,6457,0.98600000
1660364546.358801,04:22:26.358801,6459,0.56100000
1660364558.254801,04:22:38.254801,6461,0.96200000
1660364569.464801,04:22:49.464801,6463,0.96400000
1660364580.849801,04:23:00.849801,6465,0.63500000
1660364592.481801,04:23:12.481801,6467,0.76100000
1660364604.099801,04:23:24.099801,6469,0.65300000
1660364615.930801,04:23:35.930801,6471,0.93300000
1660364627.106801,04:23:47.106801,6473,0.47200000
1660364638.680801,04:23:58.680801,6475,0.42000000
1660364650.540801,04:24:10.540801,6477,0.79300000
1660364661.973801,04:24:21.973801,6479,0.50600000
1660364673.459801,04:24:33.459801,6481,0.48200000
1660364685.471801,04:24:45.471801,6483,0.86400000
1660364697.248801,04:24:57.248801,6485,0.96800000
1660364708.471801,04:25:08.471801,6487,0.58400000
1660364720.265801,04:25:20.265801,6489,0.60500000
1660364731.406801,04:25:31.406801,6491,0.14800000
1660364743.302801,04:25:43.302801,6493,0.56700000
1660364755.324801,04:25:55.324801,6495,0.97700000
1660364766.558801,04:26:06.558801,6497,0.72900000
1660364777.830801,04:26:17.830801,6499,0.54600000
1660364790.027801,04:26:30.027801,6501,0.76400000
1660364801.468801,04:26:41.468801,6503,0.80900000
1660364812.573801,04:26:52.573801,6505,0.41000000
1660364824.169801,04:27:04.169801,6507,0.28300000
1660364836.115801,04:27:16.115801,6509,0.77800000
1660364847.780801,04:27:27.780801,6511,0.89800000
1660364859.084801,04:27:39.084801,6513,0.68600000
1660364870.802801,04:27:50.802801,6515,0.67100000
1660364882.305801,04:28:02.305801,6517,0.89700000
1660364893.587801,04:28:13.587801,6519,0.67500000
1660364905.139801,04:28:25.139801,6521,0.69500000
1660364916.700801,04:28:36.700801,6523,0.38300000
1660364928.367801,04:28:48.367801,6525,0.68400000
1660364940.251801,04:29:00.251801,6527,0.99300000
1660364951.659801,04:29:11.659801,6529,0.80200000
1660364962.688801,04:29:22.688801,6531,0.34400000
1660364974.608801,04:29:34.608801,6533,0.53900000
1660364986.478801,04:29:46.478801,6535,0.81600000
1660364997.492801,04:29:57.492801,6537,0.34000000
1660365009.770801,04:30:09.770801,6539,0.86200000
1660365021.064801,04:30:21.064801,6541,0.83700000
1660365032.784801,04:30:32.784801,6543,0.89900000
1660365044.046801,04:30:44.046801,6545,0.54800000
1660365055.559801,04:30:55.559801,6547,0.70700000
1660365066.999801,04:31:06.999801,6549,0.30200000
1660365078.881801,04:31:18.881801,6551,0.62400000
1660365090.332801,04:31:30.332801,6553,0.56300000
1660365101.812801,04:31:41.812801,6555,0.31200000
1660365113.667801,04:31:53.667801,6557,0.54700000
1660365125.085801,04:32:05.085801,6559,0.48400000
1660365136.985801,04:32:16.985801,6561,0.52400000
1660365148.162801,04:32:28.162801,6563,0.17200000
1660365159.894801,04:32:39.894801,6565,0.30300000
1660365171.544801,04:32:51.544801,6567,0.50900000
1660365182.834801,04:33:02.834801,6569,0.22700000
1660365194.972801,04:33:14.972801,6571,0.69900000
1660365206.368801,04:33:26.368801,6573,0.59000000
1660365217.568801,04:33:37.568801,6575,0.13500000
1660365229.852801,04:33:49.852801,6577,0.81900000
1660365241.168801,04:34:01.168801,6579,0.68100000
1660365253.176801,04:34:13.176801,6581,0.98300000
1660365264.540801,04:34:24.540801,6583,0.67900000
1660365276.276801,04:34:36.276801,6585,0.73300000
1660365287.489801,04:34:47.489801,6587,0.79100000
1660365299.224801,04:34:59.224801,6589,0.71000000
1660365311.029801,04:35:11.029801,6591,0.97900000
1660365322.501801,04:35:22.501801,6593,0.84100000
1660365333.827801,04:35:33.827801,6595,0.78200000
1660365345.775801,04:35:45.775801,6597,0.93100000
1660365357.169801,04:35:57.169801,6599,0.77100000
1660365368.338801,04:36:08.338801,6601,0.32200000
1660365380.440801,04:36:20.440801,6603,0.86100000
1660365391.816801,04:36:31.816801,6605,0.60600000
1660365403.286801,04:36:43.286801,6607,0.73200000
1660365414.731801,04:36:54.731801,6609,0.34900000
1660365426.824801,04:37:06.824801,6611,0.68300000
1660365438.680801,04:37:18.680801,6613,0.92900000
1660365449.851801,04:37:29.851801,6615,0.64900000
1660365461.994801,04:37:41.994801,6617,0.99400000
1660365473.067801,04:37:53.067801,6619,0.54500000
1660365484.916801,04:38:04.916801,6621,0.96700000
1660365496.507801,04:38:16.507801,6623,0.88400000
1660365507.490801,04:38:27.490801,6625,0.61700000
1660365519.546801,04:38:39.546801,6627,0.85100000
1660365531.270801,04:38:51.270801,6629,0.98400000
1660365542.855801,04:39:02.855801,6631,0.99000000
1660365554.531801,04:39:14.531801,6633,0.92700000
1660365565.773801,04:39:25.773801,6635,0.71100000
1660365577.556801,04:39:37.556801,6637,0.72300000
1660365589.220801,04:39:49.220801,6639,0.85500000
1660365600.369801,04:40:00.369801,6641,0.42300000
1660365612.463801,04:40:12.463801,6643,0.84200000
1660365624.101801,04:40:24.101801,6645,0.73000000
1660365635.423801,04:40:35.423801,6647,0.53200000
1660365647.332801,04:40:47.332801,6649,0.91100000
1660365658.523801,04:40:58.523801,6651,0.58200000
1660365669.918801,04:41:09.918801,6653,0.26800000
1660365681.908801,04:41:21.908801,6655,0.76800000
1660365693.539801,04:41:33.539801,6657,0.99800000
1660365705.126801,04:41:45.126801,6659,0.57300000
1660365716.921801,04:41:56.921801,6661,0.99800000
1660365728.412801,04:42:08.412801,6663,0.81700000
1660365739.558801,04:42:19.558801,6665,0.38000000
1660365751.677801,04:42:31.677801,6667,0.94800000
1660365763.245801,04:42:43.245801,6669,0.89000000
1660365774.403801,04:42:54.403801,6671,0.67100000
1660365786.374801,04:43:06.374801,6673,0.98100000
1660365797.908801,04:43:17.908801,6675,0.98700000
1660365808.837801,04:43:28.837801,6677,0.64100000
1660365820.724801,04:43:40.724801,6679,0.74100000
1660365832.252801,04:43:52.252801,6681,0.63400000
1660365843.230801,04:44:03.230801,6683,0.18800000
1660365855.161801,04:44:15.161801,6685,0.65400000
1660365867.380801,04:44:27.380801,6687,0.95400000
1660365878.903801,04:44:38.903801,6689,0.99800000
1660365890.350801,04:44:50.350801,6691,0.91800000
1660365901.947801,04:45:01.947801,6693,0.65700000
1660365913.730801,04:45:13.730801,6695,0.89500000
1660365925.562801,04:45:25.562801,6697,0.99900000
1660365936.741801,04:45:36.741801,6699,0.67400000
1660365948.778801,04:45:48.778801,6701,0.95800000
1660365960.141801,04:46:00.141801,6703,0.81000000
1660365971.666801,04:46:11.666801,6705,0.51600000
1660365983.452801,04:46:23.452801,6707,0.89300000
1660365994.674801,04:46:34.674801,6709,0.46000000
1660366006.256801,04:46:46.256801,6711,0.56100000
1660366018.095801,04:46:58.095801,6713,0.67400000
1660366029.658801,04:47:09.658801,6715,0.67800000
1660366041.674801,04:47:21.674801,6717,0.97200000
1660366053.024801,04:47:33.024801,6719,0.73400000
1660366064.808801,04:47:44.808801,6721,0.77500000
1660366076.116801,04:47:56.116801,6723,0.76700000
1660366087.917801,04:48:07.917801,6725,0.66600000
1660366099.148801,04:48:19.148801,6727,0.33700000
1660366110.480801,04:48:30.480801,6729,0.00200000
1660366122.320801,04:48:42.320801,6731,0.51500000
1660366134.024801,04:48:54.024801,6733,0.43000000
1660366145.886801,04:49:05.886801,6735,0.69300000
1660366157.639801,04:49:17.639801,6737,0.99400000
1660366168.913801,04:49:28.913801,6739,0.52200000
1660366181.167801,04:49:41.167801,6741,0.97300000
1660366192.776801,04:49:52.776801,6743,0.99900000
1660366203.981801,04:50:03.981801,6745,0.53200000
1660366216.011801,04:50:16.011801,6747,0.78800000
1660366227.332801,04:50:27.332801,6749,0.57200000
1660366239.175801,04:50:39.175801,6751,0.89400000
1660366251.210801,04:50:51.210801,6753,0.93400000
1660366262.165801,04:51:02.165801,6755,0.49600000
1660366274.257801,04:51:14.257801,6757,0.98200000
1660366285.597801,04:51:25.597801,6759,0.97500000
1660366297.112801,04:51:37.112801,6761,0.63200000
1660366308.438801,04:51:48.438801,6763,0.49800000
1660366320.445801,04:52:00.445801,6765,0.80200000
1660366332.061801,04:52:12.061801,6767,0.96500000
1660366343.723801,04:52:23.723801,6769,0.93900000
1660366355.080801,04:52:35.080801,6771,0.56300000
1660366366.375801,04:52:46.375801,6773,0.40300000
1660366378.456801,04:52:58.456801,6775,0.81800000
1660366390.143801,04:53:10.143801,6777,0.96000000
1660366401.397801,04:53:21.397801,6779,0.66400000
1660366413.280801,04:53:33.280801,6781,0.87400000
