,,,Trigger SOV_GunStart Applied Dither
Time,Time,Shot,Value (Seconds)
1660308931.939801,12:55:31.939801,6997,0.94300000
1660308944.407801,12:55:44.407801,6995,0.77900000
1660308956.869801,12:55:56.869801,6993,0.79700000
1660308969.233801,12:56:09.233801,6991,0.71700000
1660308981.614801,12:56:21.614801,6989,0.65600000
1660308994.002801,12:56:34.002801,6987,0.80000000
1660309006.336801,12:56:46.336801,6985,0.48600000
1660309018.968801,12:56:58.968801,6983,0.71400000
1660309030.932801,12:57:10.932801,6981,0.46200000
1660309043.276801,12:57:23.276801,6979,0.47400000
1660309056.042801,12:57:36.042801,6977,0.84100000
1660309067.971801,12:57:47.971801,6975,0.38700000
1660309080.326801,12:58:00.326801,6973,0.24400000
1660309093.406801,12:58:13.406801,6971,0.91000000
1660309105.293801,12:58:25.293801,6969,0.48800000
1660309117.930801,12:58:37.930801,6967,0.89200000
1660309130.667801,12:58:50.667801,6965,0.99900000
1660309142.702801,12:59:02.702801,6963,0.62100000
1660309155.786801,12:59:15.786801,6961,0.91100000
1660309167.963801,12:59:27.963801,6959,0.91600000
1660309180.102801,12:59:40.102801,6957,0.73500000
1660309192.861801,12:59:52.861801,6955,0.96400000
1660309205.250801,13:00:05.250801,6953,0.95300000
1660309217.555801,13:00:17.555801,6951,0.89700000
1660309229.707801,13:00:29.707801,6949,0.57600000
1660309242.043801,13:00:42.043801,6947,0.46000000
1660309254.229801,13:00:54.229801,6945,0.22600000
1660309266.972801,13:01:06.972801,6943,0.53800000
1660309279.071801,13:01:19.071801,6941,0.07800000
1660309291.963801,13:01:31.963801,6939,0.60900000
1660309304.629801,13:01:44.629801,6937,0.86800000
1660309316.847801,13:01:56.847801,6935,0.65000000
1660309329.434801,13:02:09.434801,6933,0.78000000
1660309341.669801,13:02:21.669801,6931,0.46400000
1660309354.439801,13:02:34.439801,6929,0.76400000
1660309366.939801,13:02:46.939801,6927,0.90100000
1660309379.583801,13:02:59.583801,6925,0.98900000
1660309391.672801,13:03:11.672801,6923,0.50400000
1660309404.637801,13:03:24.637801,6921,0.93100000
1660309416.891801,13:03:36.891801,6919,0.74900000
1660309428.597801,13:03:48.597801,6917,0.27000000
1660309441.544801,13:04:01.544801,6915,0.77000000
1660309454.116801,13:04:14.116801,6913,0.94400000
1660309466.064801,13:04:26.064801,6911,0.58000000
1660309478.930801,13:04:38.930801,6909,0.84800000
1660309491.418801,13:04:51.418801,6907,0.85300000
1660309503.845801,13:05:03.845801,6905,0.86100000
1660309516.075801,13:05:16.075801,6903,0.62500000
1660309528.283801,13:05:28.283801,6901,0.41800000
1660309540.623801,13:05:40.623801,6899,0.41700000
1660309553.556801,13:05:53.556801,6897,0.90300000
1660309565.828801,13:06:05.828801,6895,0.49000000
1660309578.119801,13:06:18.119801,6893,0.46500000
1660309590.911801,13:06:30.911801,6891,0.77700000
1660309603.273801,13:06:43.273801,6889,0.61900000
1660309616.001801,13:06:56.001801,6887,0.83200000
1660309628.045801,13:07:08.045801,6885,0.49600000
1660309640.469801,13:07:20.469801,6883,0.64600000
1660309653.338801,13:07:33.338801,6881,0.99300000
1660309665.330801,13:07:45.330801,6879,0.90100000
1660309677.522801,13:07:57.522801,6877,0.51100000
1660309689.472801,13:08:09.472801,6875,0.05400000
1660309702.037801,13:08:22.037801,6873,0.27300000
1660309714.172801,13:08:34.172801,6871,0.01800000
1660309727.454801,13:08:47.454801,6869,0.54400000
1660309739.942801,13:08:59.942801,6867,0.80600000
1660309752.096801,13:09:12.096801,6865,0.37300000
1660309764.616801,13:09:24.616801,6863,0.69500000
1660309777.019801,13:09:37.019801,6861,0.43900000
1660309789.581801,13:09:49.581801,6859,0.52700000
1660309801.902801,13:10:01.902801,6857,0.43000000
1660309814.594801,13:10:14.594801,6855,0.85800000
1660309827.094801,13:10:27.094801,6853,0.68900000
1660309839.054801,13:10:39.054801,6851,0.38000000
1660309851.821801,13:10:51.821801,6849,0.68100000
1660309863.890801,13:11:03.890801,6847,0.49200000
1660309876.528801,13:11:16.528801,6845,0.55900000
1660309889.044801,13:11:29.044801,6843,0.74400000
1660309901.621801,13:11:41.621801,6841,0.93200000
1660309913.974801,13:11:53.974801,6839,0.85800000
1660309925.972801,13:12:05.972801,6837,0.41000000
1660309938.614801,13:12:18.614801,6835,0.88100000
1660309951.211801,13:12:31.211801,6833,0.80900000
1660309963.486801,13:12:43.486801,6831,0.68000000
1660309975.621801,13:12:55.621801,6829,0.48300000
1660309987.887801,13:13:07.887801,6827,0.27900000
1660310000.604801,13:13:20.604801,6825,0.50900000
1660310013.160801,13:13:33.160801,6823,0.66900000
1660310025.408801,13:13:45.408801,6821,0.44000000
1660310038.018801,13:13:58.018801,6819,0.67400000
1660310050.802801,13:14:10.802801,6817,0.77700000
1660310062.530801,13:14:22.530801,6815,0.30200000
1660310075.089801,13:14:35.089801,6813,0.34500000
1660310087.849801,13:14:47.849801,6811,0.70600000
1660310100.111801,13:15:00.111801,6809,0.34900000
1660310112.568801,13:15:12.568801,6807,0.38700000
1660310125.479801,13:15:25.479801,6805,0.86300000
1660310137.327801,13:15:37.327801,6803,0.53300000
1660310150.105801,13:15:50.105801,6801,0.84800000
1660310162.175801,13:16:02.175801,6799,0.69500000
1660310174.464801,13:16:14.464801,6797,0.61600000
1660310186.557801,13:16:26.557801,6795,0.32100000
1660310199.637801,13:16:39.637801,6793,0.83100000
1660310211.809801,13:16:51.809801,6791,0.83300000
1660310224.216801,13:17:04.216801,6789,0.49400000
1660310236.403801,13:17:16.403801,6787,0.17300000
1660310249.085801,13:17:29.085801,6785,0.43000000
1660310261.789801,13:17:41.789801,6783,0.86100000
1660310274.301801,13:17:54.301801,6781,0.67400000
1660310287.025801,13:18:07.025801,6779,0.94500000
1660310299.177801,13:18:19.177801,6777,0.51000000
1660310312.059801,13:18:32.059801,6775,0.86800000
1660310324.643801,13:18:44.643801,6773,0.88300000
1660310336.568801,13:18:56.568801,6771,0.40900000
1660310349.486801,13:19:09.486801,6769,0.82000000
1660310362.053801,13:19:22.053801,6767,0.97100000
1660310374.348801,13:19:34.348801,6765,0.71500000
1660310386.683801,13:19:46.683801,6763,0.68400000
1660310399.559801,13:19:59.559801,6761,0.99200000
1660310411.539801,13:20:11.539801,6759,0.53200000
1660310424.175801,13:20:24.175801,6757,0.75100000
1660310436.829801,13:20:36.829801,6755,0.90600000
1660310448.786801,13:20:48.786801,6753,0.62800000
1660310461.386801,13:21:01.386801,6751,0.65300000
1660310473.485801,13:21:13.485801,6749,0.58800000
1660310486.577801,13:21:26.577801,6747,0.88900000
1660310498.627801,13:21:38.627801,6745,0.70300000
1660310511.001801,13:21:51.001801,6743,0.67600000
1660310522.820801,13:22:02.820801,6741,0.21500000
1660310535.541801,13:22:15.541801,6739,0.43100000
1660310548.284801,13:22:28.284801,6737,0.80500000
1660310560.501801,13:22:40.501801,6735,0.64300000
1660310573.326801,13:22:53.326801,6733,0.81400000
1660310585.256801,13:23:05.256801,6731,0.47700000
1660310597.978801,13:23:17.978801,6729,0.89200000
1660310610.150801,13:23:30.150801,6727,0.62800000
1660310622.349801,13:23:42.349801,6725,0.31900000
1660310635.322801,13:23:55.322801,6723,0.96700000
1660310647.794801,13:24:07.794801,6721,0.99800000
1660310659.765801,13:24:19.765801,6719,0.62800000
1660310672.455801,13:24:32.455801,6717,0.98100000
1660310684.450801,13:24:44.450801,6715,0.53800000
1660310696.651801,13:24:56.651801,6713,0.38700000
1660310708.982801,13:25:08.982801,6711,0.43400000
1660310721.904801,13:25:21.904801,6709,0.99000000
1660310734.213801,13:25:34.213801,6707,0.94500000
1660310746.352801,13:25:46.352801,6705,0.54300000
1660310759.189801,13:25:59.189801,6703,0.88800000
1660310771.665801,13:26:11.665801,6701,0.93200000
1660310783.730801,13:26:23.730801,6699,0.69600000
1660310796.461801,13:26:36.461801,6697,0.93400000
1660310808.641801,13:26:48.641801,6695,0.75600000
1660310821.073801,13:27:01.073801,6693,0.68900000
1660310833.429801,13:27:13.429801,6691,0.90000000
1660310845.645801,13:27:25.645801,6689,0.58200000
1660310858.524801,13:27:38.524801,6687,0.98200000
1660310870.703801,13:27:50.703801,6685,0.72300000
1660310883.012801,13:28:03.012801,6683,0.89400000
1660310895.886801,13:28:15.886801,6681,0.99500000
1660310907.852801,13:28:27.852801,6679,0.73900000
1660310920.507801,13:28:40.507801,6677,0.61300000
1660310932.864801,13:28:52.864801,6675,0.45300000
1660310945.830801,13:29:05.830801,6673,0.91600000
1660310957.728801,13:29:17.728801,6671,0.50800000
1660310970.592801,13:29:30.592801,6669,0.82400000
1660310983.190801,13:29:43.190801,6667,0.98000000
1660310995.328801,13:29:55.328801,6665,0.75200000
1660311007.813801,13:30:07.813801,6663,0.73900000
1660311020.667801,13:30:20.667801,6661,0.96100000
1660311032.578801,13:30:32.578801,6659,0.56900000
1660311044.714801,13:30:44.714801,6657,0.17700000
1660311057.161801,13:30:57.161801,6655,0.21800000
1660311069.929801,13:31:09.929801,6653,0.37600000
1660311082.661801,13:31:22.661801,6651,0.77700000
1660311094.776801,13:31:34.776801,6649,0.31900000
1660311107.564801,13:31:47.564801,6647,0.58400000
1660311119.783801,13:31:59.783801,6645,0.65800000
1660311132.692801,13:32:12.692801,6643,0.99300000
1660311145.133801,13:32:25.133801,6641,0.89400000
1660311157.066801,13:32:37.066801,6639,0.52200000
1660311169.261801,13:32:49.261801,6637,0.19000000
1660311181.693801,13:33:01.693801,6635,0.15800000
1660311194.303801,13:33:14.303801,6633,0.30500000
1660311207.342801,13:33:27.342801,6631,0.88600000
1660311219.742801,13:33:39.742801,6629,0.89600000
1660311232.186801,13:33:52.186801,6627,0.89600000
1660311244.645801,13:34:04.645801,6625,0.82000000
1660311256.588801,13:34:16.588801,6623,0.33400000
1660311269.133801,13:34:29.133801,6621,0.59500000
1660311281.865801,13:34:41.865801,6619,0.90200000
1660311294.301801,13:34:54.301801,6617,0.66200000
1660311306.767801,13:35:06.767801,6615,0.90000000
1660311318.861801,13:35:18.861801,6613,0.44000000
1660311331.215801,13:35:31.215801,6611,0.21300000
1660311344.215801,13:35:44.215801,6609,0.77100000
1660311356.876801,13:35:56.876801,6607,0.91500000
1660311369.175801,13:36:09.175801,6605,0.78200000
1660311381.407801,13:36:21.407801,6603,0.65600000
1660311394.196801,13:36:34.196801,6601,0.99900000
1660311406.156801,13:36:46.156801,6599,0.58900000
1660311418.386801,13:36:58.386801,6597,0.51800000
1660311430.628801,13:37:10.628801,6595,0.25600000
1660311443.152801,13:37:23.152801,6593,0.29100000
1660311455.363801,13:37:35.363801,6591,0.19300000
1660311468.068801,13:37:48.068801,6589,0.42600000
1660311480.735801,13:38:00.735801,6587,0.55500000
1660311493.032801,13:38:13.032801,6585,0.38500000
1660311505.366801,13:38:25.366801,6583,0.44400000
1660311518.318801,13:38:38.318801,6581,0.93000000
1660311530.681802,13:38:50.681802,6579,0.78700000
1660311542.894801,13:39:02.894801,6577,0.50500000
1660311555.551801,13:39:15.551801,6575,0.84300000
1660311568.349801,13:39:28.349801,6573,0.94500000
1660311580.290801,13:39:40.290801,6571,0.56800000
1660311592.549801,13:39:52.549801,6569,0.20400000
1660311605.507801,13:40:05.507801,6567,0.89100000
1660311617.401801,13:40:17.401801,6565,0.43200000
1660311629.908801,13:40:29.908801,6563,0.64000000
1660311642.638801,13:40:42.638801,6561,0.95900000
1660311654.878801,13:40:54.878801,6559,0.71700000
1660311667.096801,13:41:07.096801,6557,0.41200000
1660311679.948801,13:41:19.948801,6555,0.74500000
1660311692.673801,13:41:32.673801,6553,0.96600000
1660311704.707801,13:41:44.707801,6551,0.61700000
1660311716.810801,13:41:56.810801,6549,0.32400000
1660311729.204801,13:42:09.204801,6547,0.37600000
1660311742.375801,13:42:22.375801,6545,0.90300000
1660311754.213801,13:42:34.213801,6543,0.42400000
1660311767.047801,13:42:47.047801,6541,0.81600000
1660311779.105801,13:42:59.105801,6539,0.62700000
1660311791.385801,13:43:11.385801,6537,0.43000000
1660311804.041801,13:43:24.041801,6535,0.60500000
1660311816.011801,13:43:36.011801,6533,0.17300000
1660311829.073801,13:43:49.073801,6531,0.80500000
1660311841.196801,13:44:01.196801,6529,0.74300000
1660311853.828801,13:44:13.828801,6527,0.94900000
1660311866.463801,13:44:26.463801,6525,0.98400000
1660311878.817801,13:44:38.817801,6523,0.88900000
1660311891.249801,13:44:51.249801,6521,0.99400000
1660311903.170801,13:45:03.170801,6519,0.69600000
1660311915.608801,13:45:15.608801,6517,0.71600000
1660311928.538801,13:45:28.538801,6515,0.97800000
1660311940.665801,13:45:40.665801,6513,0.67100000
1660311952.636801,13:45:52.636801,6511,0.26500000
1660311965.178801,13:46:05.178801,6509,0.39000000
1660311977.790801,13:46:17.790801,6507,0.72500000
1660311990.138801,13:46:30.138801,6505,0.54700000
1660312002.636801,13:46:42.636801,6503,0.63700000
1660312015.256801,13:46:55.256801,6501,0.86400000
1660312027.497801,13:47:07.497801,6499,0.75000000
1660312039.815801,13:47:19.815801,6497,0.71600000
1660312052.048801,13:47:32.048801,6495,0.36500000
1660312065.103801,13:47:45.103801,6493,0.87900000
1660312077.293801,13:47:57.293801,6491,0.79900000
1660312089.480801,13:48:09.480801,6489,0.36300000
1660312102.270801,13:48:22.270801,6487,0.81900000
1660312114.612801,13:48:34.612801,6485,0.54400000
1660312127.034801,13:48:47.034801,6483,0.66800000
1660312139.850801,13:48:59.850801,6481,0.99500000
1660312151.814801,13:49:11.814801,6479,0.67900000
1660312163.840801,13:49:23.840801,6477,0.22000000
1660312176.442801,13:49:36.442801,6475,0.50800000
1660312188.858801,13:49:48.858801,6473,0.56300000
1660312201.359802,13:50:01.359802,6471,0.71500000
1660312214.063801,13:50:14.063801,6469,0.95900000
1660312225.992801,13:50:25.992801,6467,0.47200000
1660312238.248801,13:50:38.248801,6465,0.20700000
1660312250.540801,13:50:50.540801,6463,0.26100000
1660312263.229801,13:51:03.229801,6461,0.21400000
1660312275.601801,13:51:15.601801,6459,0.20300000
1660312288.360801,13:51:28.360801,6457,0.62000000
1660312300.892801,13:51:40.892801,6455,0.94800000
1660312313.434801,13:51:53.434801,6453,0.79000000
1660312325.629801,13:52:05.629801,6451,0.64400000
1660312338.538801,13:52:18.538801,6449,0.96200000
1660312350.548801,13:52:30.548801,6447,0.70700000
1660312362.751801,13:52:42.751801,6445,0.31200000
1660312376.094801,13:52:56.094801,6443,0.78300000
1660312389.122801,13:53:09.122801,6441,0.92400000
1660312401.747801,13:53:21.747801,6439,0.97500000
1660312414.277801,13:53:34.277801,6437,0.80900000
1660312426.698801,13:53:46.698801,6435,0.75600000
1660312438.887801,13:53:58.887801,6433,0.32200000
1660312451.359801,13:54:11.359801,6431,0.46100000
1660312464.037801,13:54:24.037801,6429,0.57600000
1660312476.152801,13:54:36.152801,6427,0.40200000
1660312488.527801,13:54:48.527801,6425,0.17000000
1660312501.121801,13:55:01.121801,6423,0.37500000
1660312514.058801,13:55:14.058801,6421,0.82300000
1660312526.133801,13:55:26.133801,6419,0.55200000
1660312538.704801,13:55:38.704801,6417,0.79100000
1660312550.812801,13:55:50.812801,6415,0.33900000
1660312563.678801,13:56:03.678801,6413,0.66200000
1660312575.937801,13:56:15.937801,6411,0.28200000
1660312588.646801,13:56:28.646801,6409,0.20400000
1660312601.968801,13:56:41.968801,6407,0.73700000
1660312614.331801,13:56:54.331801,6405,0.40500000
1660312627.275801,13:57:07.275801,6403,0.77700000
1660312640.031801,13:57:20.031801,6401,0.79900000
1660312652.152801,13:57:32.152801,6399,0.36800000
1660312664.770801,13:57:44.770801,6397,0.33200000
1660312677.409801,13:57:57.409801,6395,0.65500000
1660312690.608801,13:58:10.608801,6393,0.81900000
1660312703.352801,13:58:23.352801,6391,0.93000000
1660312715.682801,13:58:35.682801,6389,0.49000000
1660312728.789801,13:58:48.789801,6387,0.94600000
1660312741.607801,13:59:01.607801,6385,0.84000000
1660312753.895801,13:59:13.895801,6383,0.48200000
1660312766.757801,13:59:26.757801,6381,0.52800000
1660312779.497801,13:59:39.497801,6379,0.74300000
1660312792.229801,13:59:52.229801,6377,0.51900000
1660312804.463801,14:00:04.463801,6375,0.42500000
1660312818.011801,14:00:18.011801,6373,0.92000000
1660312830.485801,14:00:30.485801,6371,0.73200000
1660312842.885801,14:00:42.885801,6369,0.39400000
1660312855.630801,14:00:55.630801,6367,0.46100000
1660312868.930801,14:01:08.930801,6365,0.82100000
1660312881.163801,14:01:21.163801,6363,0.55200000
1660312894.213801,14:01:34.213801,6361,0.84900000
1660312906.245801,14:01:46.245801,6359,0.79900000
1660312918.788801,14:01:58.788801,6357,0.65800000
1660312931.217801,14:02:11.217801,6355,0.78900000
1660312943.491801,14:02:23.491801,6353,0.56000000
1660312955.578801,14:02:35.578801,6351,0.21000000
1660312968.536801,14:02:48.536801,6349,0.47500000
1660312981.409801,14:03:01.409801,6347,0.89800000
1660312993.664801,14:03:13.664801,6345,0.41100000
1660313005.599801,14:03:25.599801,6343,0.00600000
1660313018.774801,14:03:38.774801,6341,0.53600000
1660313030.660801,14:03:50.660801,6339,0.30500000
1660313043.676801,14:04:03.676801,6337,0.63200000
1660313056.246801,14:04:16.246801,6335,0.93800000
1660313068.553801,14:04:28.553801,6333,0.59700000
1660313081.012801,14:04:41.012801,6331,0.69300000
1660313093.562801,14:04:53.562801,6329,0.82400000
1660313105.658801,14:05:05.658801,6327,0.68100000
1660313118.392801,14:05:18.392801,6325,0.74900000
1660313130.852801,14:05:30.852801,6323,0.96700000
1660313143.297801,14:05:43.297801,6321,0.87000000
1660313155.627801,14:05:55.627801,6319,0.78400000
1660313168.153801,14:06:08.153801,6317,0.78600000
1660313180.409801,14:06:20.409801,6315,0.62000000
1660313192.748801,14:06:32.748801,6313,0.45400000
1660313204.698801,14:06:44.698801,6311,0.21000000
1660313217.649801,14:06:57.649801,6309,0.72200000
1660313230.241801,14:07:10.241801,6307,0.91400000
1660313242.434801,14:07:22.434801,6305,0.66300000
1660313255.031801,14:07:35.031801,6303,0.96500000
1660313266.871801,14:07:46.871801,6301,0.52300000
1660313279.860801,14:07:59.860801,6299,0.98400000
1660313292.274801,14:08:12.274801,6297,0.61400000
1660313304.607801,14:08:24.607801,6295,0.61800000
1660313317.373801,14:08:37.373801,6293,0.76500000
1660313329.240801,14:08:49.240801,6291,0.36300000
1660313342.130801,14:09:02.130801,6289,0.62400000
1660313355.109801,14:09:15.109801,6287,0.90200000
1660313367.360801,14:09:27.360801,6285,0.82700000
1660313379.527801,14:09:39.527801,6283,0.45900000
1660313392.357801,14:09:52.357801,6281,0.78500000
1660313404.335801,14:10:04.335801,6279,0.48900000
1660313416.580801,14:10:16.580801,6277,0.22400000
1660313429.181801,14:10:29.181801,6275,0.67800000
1660313441.568801,14:10:41.568801,6273,0.23100000
1660313453.873801,14:10:53.873801,6271,0.17500000
1660313466.447801,14:11:06.447801,6269,0.48500000
1660313479.085801,14:11:19.085801,6267,0.77900000
1660313491.691801,14:11:31.691801,6265,0.89400000
1660313503.811801,14:11:43.811801,6263,0.53500000
1660313516.203801,14:11:56.203801,6261,0.52900000
1660313528.565801,14:12:08.565801,6259,0.35200000
1660313541.420801,14:12:21.420801,6257,0.96600000
1660313553.994801,14:12:33.994801,6255,0.99200000
1660313565.962801,14:12:45.962801,6253,0.61100000
1660313578.774801,14:12:58.774801,6251,0.96600000
1660313590.912801,14:13:10.912801,6249,0.79200000
1660313602.931801,14:13:22.931801,6247,0.37800000
1660313615.880801,14:13:35.880801,6245,0.84200000
1660313628.477801,14:13:48.477801,6243,0.99100000
1660313641.097801,14:14:01.097801,6241,0.99800000
1660313653.549801,14:14:13.549801,6239,0.98900000
1660313666.031801,14:14:26.031801,6237,0.94000000
1660313678.157801,14:14:38.157801,6235,0.74100000
1660313690.747801,14:14:50.747801,6233,0.75800000
1660313703.207801,14:15:03.207801,6231,0.76200000
1660313715.339801,14:15:15.339801,6229,0.32300000
1660313727.864801,14:15:27.864801,6227,0.52200000
1660313740.551801,14:15:40.551801,6225,0.67600000
1660313752.679801,14:15:52.679801,6223,0.21800000
1660313765.356801,14:16:05.356801,6221,0.46800000
1660313778.019801,14:16:18.019801,6219,0.77000000
1660313790.185801,14:16:30.185801,6217,0.46900000
1660313802.785801,14:16:42.785801,6215,0.95000000
1660313815.152801,14:16:55.152801,6213,0.79400000
1660313827.190801,14:17:07.190801,6211,0.42800000
1660313840.177801,14:17:20.177801,6209,0.99400000
1660313852.330801,14:17:32.330801,6207,0.70900000
1660313864.376801,14:17:44.376801,6205,0.42900000
1660313877.008801,14:17:57.008801,6203,0.65100000
1660313889.720801,14:18:09.720801,6201,1.00000000
1660313901.833801,14:18:21.833801,6199,0.75700000
1660313914.421801,14:18:34.421801,6197,0.75000000
1660313926.310801,14:18:46.310801,6195,0.37900000
1660313938.753801,14:18:58.753801,6193,0.23600000
1660313951.303801,14:19:11.303801,6191,0.51200000
1660313963.686801,14:19:23.686801,6189,0.55900000
1660313976.042801,14:19:36.042801,6187,0.49200000
1660313988.182801,14:19:48.182801,6185,0.12000000
1660314000.806801,14:20:00.806801,6183,0.45200000
1660314013.571801,14:20:13.571801,6181,0.62300000
1660314025.783801,14:20:25.783801,6179,0.63800000
1660314037.964801,14:20:37.964801,6177,0.19200000
1660314050.742801,14:20:50.742801,6175,0.73100000
1660314063.100801,14:21:03.100801,6173,0.44200000
1660314075.486801,14:21:15.486801,6171,0.56000000
1660314088.331801,14:21:28.331801,6169,0.91200000
1660314100.143801,14:21:40.143801,6167,0.48700000
1660314112.776801,14:21:52.776801,6165,0.70400000
1660314124.964801,14:22:04.964801,6163,0.57400000
1660314137.933801,14:22:17.933801,6161,0.98900000
1660314150.128801,14:22:30.128801,6159,0.72200000
1660314162.550801,14:22:42.550801,6157,0.77200000
1660314174.924801,14:22:54.924801,6155,0.92300000
1660314187.200801,14:23:07.200801,6153,0.64900000
1660314199.360801,14:23:19.360801,6151,0.58300000
1660314212.206801,14:23:32.206801,6149,0.83700000
1660314224.531801,14:23:44.531801,6147,0.92000000
1660314236.699801,14:23:56.699801,6145,0.46900000
1660314249.791801,14:24:09.791801,6143,0.96500000
1660314261.989801,14:24:21.989801,6141,0.84400000
1660314273.960801,14:24:33.960801,6139,0.43200000
1660314286.951801,14:24:46.951801,6137,0.86200000
1660314299.120801,14:24:59.120801,6135,0.66300000
1660314311.564801,14:25:11.564801,6133,0.60000000
1660314324.174801,14:25:24.174801,6131,0.95600000
1660314336.237801,14:25:36.237801,6129,0.61100000
1660314348.450801,14:25:48.450801,6127,0.29100000
1660314360.948801,14:26:00.948801,6125,0.39500000
1660314373.592801,14:26:13.592801,6123,0.64100000
1660314386.514801,14:26:26.514801,6121,0.96300000
1660314398.945801,14:26:38.945801,6119,0.99800000
1660314411.202801,14:26:51.202801,6117,0.66400000
1660314423.817801,14:27:03.817801,6115,0.96000000
1660314435.981801,14:27:15.981801,6113,0.77600000
1660314448.092801,14:27:28.092801,6111,0.72500000
1660314460.100801,14:27:40.100801,6109,0.25800000
1660314472.823801,14:27:52.823801,6107,0.69700000
1660314485.123801,14:28:05.123801,6105,0.60700000
1660314497.469801,14:28:17.469801,6103,0.76100000
1660314509.852801,14:28:29.852801,6101,0.48700000
1660314522.069801,14:28:42.069801,6099,0.35300000
1660314534.872801,14:28:54.872801,6097,0.68900000
1660314546.619801,14:29:06.619801,6095,0.24700000
1660314559.182801,14:29:19.182801,6093,0.34400000
1660314572.111801,14:29:32.111801,6091,0.68600000
1660314584.731801,14:29:44.731801,6089,0.86500000
1660314596.934801,14:29:56.934801,6087,0.63600000
1660314609.723801,14:30:09.723801,6085,0.92700000
1660314621.845801,14:30:21.845801,6083,0.58500000
1660314634.780801,14:30:34.780801,6081,0.99600000
1660314647.144801,14:30:47.144801,6079,0.86600000
1660314659.058801,14:30:59.058801,6077,0.42700000
1660314671.437801,14:31:11.437801,6075,0.46400000
1660314683.664801,14:31:23.664801,6073,0.41000000
1660314696.471801,14:31:36.471801,6071,0.77000000
1660314708.771801,14:31:48.771801,6069,0.45200000
1660314721.233801,14:32:01.233801,6067,0.63700000
1660314733.962801,14:32:13.962801,6065,0.82900000
1660314746.324801,14:32:26.324801,6063,0.77000000
1660314758.592801,14:32:38.592801,6061,0.66700000
1660314771.365801,14:32:51.365801,6059,0.93700000
1660314783.743801,14:33:03.743801,6057,0.64800000
1660314795.668801,14:33:15.668801,6055,0.32900000
1660314808.557801,14:33:28.557801,6053,0.76100000
1660314820.597801,14:33:40.597801,6051,0.27400000
1660314833.284801,14:33:53.284801,6049,0.48800000
1660314846.061801,14:34:06.061801,6047,0.95300000
1660314858.737801,14:34:18.737801,6045,0.96800000
1660314870.837801,14:34:30.837801,6043,0.70000000
1660314883.644801,14:34:43.644801,6041,1.00000000
1660314895.829801,14:34:55.829801,6039,0.81500000
1660314908.021801,14:35:08.021801,6037,0.50000000
1660314920.723801,14:35:20.723801,6035,0.74600000
1660314933.552801,14:35:33.552801,6033,0.99100000
1660314945.620801,14:35:45.620801,6031,0.74500000
1660314958.211801,14:35:58.211801,6029,0.80500000
1660314970.568801,14:36:10.568801,6027,0.75300000
1660314982.993801,14:36:22.993801,6025,0.61700000
1660314994.890801,14:36:34.890801,6023,0.20300000
1660315007.894801,14:36:47.894801,6021,0.51600000
1660315020.704801,14:37:00.704801,6019,0.92600000
1660315033.041801,14:37:13.041801,6017,0.84500000
1660315045.329801,14:37:25.329801,6015,0.94400000
1660315057.789801,14:37:37.789801,6013,0.68200000
1660315069.839801,14:37:49.839801,6011,0.32200000
1660315082.447801,14:38:02.447801,6009,0.47000000
1660315095.358801,14:38:15.358801,6007,0.86800000
1660315107.284801,14:38:27.284801,6005,0.43000000
1660315119.941801,14:38:39.941801,6003,0.56400000
1660315132.959801,14:38:52.959801,6001,0.98200000
1660315145.249801,14:39:05.249801,5999,0.91900000
1660315157.741801,14:39:17.741801,5997,0.91900000
1660315170.059801,14:39:30.059801,5995,0.74800000
1660315182.456801,14:39:42.456801,5993,0.60400000
1660315194.503801,14:39:54.503801,5991,0.34400000
1660315206.964801,14:40:06.964801,5989,0.28000000
1660315219.988801,14:40:19.988801,5987,0.91500000
1660315232.164801,14:40:32.164801,5985,0.49900000
1660315244.637801,14:40:44.637801,5983,0.50500000
1660315257.431801,14:40:57.431801,5981,0.84400000
1660315269.622801,14:41:09.622801,5979,0.41300000
1660315282.274801,14:41:22.274801,5977,0.62900000
1660315295.085801,14:41:35.085801,5975,0.94300000
1660315307.212801,14:41:47.212801,5973,0.55200000
1660315319.111801,14:41:59.111801,5971,0.19000000
1660315332.210801,14:42:12.210801,5969,0.63200000
1660315345.026801,14:42:25.026801,5967,0.89400000
1660315357.190801,14:42:37.190801,5965,0.66300000
1660315369.741801,14:42:49.741801,5963,0.85600000
1660315382.295801,14:43:02.295801,5961,0.96000000
1660315394.469801,14:43:14.469801,5959,0.72700000
1660315406.933801,14:43:26.933801,5957,0.77300000
1660315419.352801,14:43:39.352801,5955,0.82700000
1660315431.857801,14:43:51.857801,5953,0.93300000
1660315444.261801,14:44:04.261801,5951,0.87500000
1660315456.611801,14:44:16.611801,5949,0.79000000
1660315468.774801,14:44:28.774801,5947,0.48400000
1660315480.768801,14:44:40.768801,5945,0.00000000
1660315493.415801,14:44:53.415801,5943,0.22900000
1660315506.436801,14:45:06.436801,5941,0.73400000
1660315518.247801,14:45:18.247801,5939,0.24900000
1660315531.244801,14:45:31.244801,5937,0.62200000
1660315543.976801,14:45:43.976801,5935,0.74300000
1660315556.116801,14:45:56.116801,5933,0.46200000
1660315568.999801,14:46:08.999801,5931,0.79900000
1660315581.017801,14:46:21.017801,5929,0.44200000
1660315594.003801,14:46:34.003801,5927,0.94300000
